"","sim","thresh_method","thresh_mean","thresh_n","thresh_n_full","thresh_se","sig_type","ci_n_up","ci_n_low","ci_em_up","ci_em_low","thresh_diff","obs_error","ts_length","thresh_quant","cov_sd","shape","best_mod","aic_diff"
"1470",90,"abs_max_d2",0.42,1,0,NA,"sim_int",NA,NA,NA,NA,1.06205660543329,0.0275,25,0.25,0.5,"skew","lm_ns",-4.58015847470961e-11
"1471",91,"abs_max_d2",-0.458,25,1,0.0100346621489936,"none",-0.438332423590945,-0.477667576409055,-0.36,-0.51,0.184056605433286,0.0275,25,0.25,0.5,"skew","gam",4.55439874444517
"1472",91,"abs_max_d2",-0.458,25,NA,0.0100346621489936,"jack_quant",-0.438332423590945,-0.477667576409055,-0.36,-0.51,0.184056605433286,0.0275,25,0.25,0.5,"skew","gam",4.55439874444517
"1473",91,"abs_max_d2",-0.488333333333333,6,0,0.0103601801786133,"sim_int",-0.468027753309905,-0.508638913356761,-0.46,-0.51,0.153723272099953,0.0275,25,0.25,0.5,"skew","gam",4.55439874444517
"1474",92,"abs_max_d2",-0.4712,25,1,0.0243835099105021,"none",-0.42340919875874,-0.51899080124126,-0.224000000000001,-0.568,0.170856605433286,0.0275,25,0.25,0.5,"skew","gam",9.938549784761
"1475",92,"abs_max_d2",-0.4712,25,NA,0.0243835099105021,"jack_quant",-0.42340919875874,-0.51899080124126,-0.224000000000001,-0.568,0.170856605433286,0.0275,25,0.25,0.5,"skew","gam",9.938549784761
"1476",92,"abs_max_d2",-0.49375,24,1,0.00840407903481641,"sim_int",-0.477278307768532,-0.510221692231468,-0.43725,-0.5685,0.148306605433286,0.0275,25,0.25,0.5,"skew","gam",9.938549784761
"1477",93,"abs_max_d2",-0.2404,25,1,0.025722072233784,"none",-0.189985664814046,-0.290814335185954,0.00200000000000011,-0.444,0.401656605433286,0.0275,25,0.25,0.5,"skew","gam",9.24750755465037
"1478",93,"abs_max_d2",-0.2404,25,NA,0.025722072233784,"jack_quant",-0.189985664814046,-0.290814335185954,0.00200000000000011,-0.444,0.401656605433286,0.0275,25,0.25,0.5,"skew","gam",9.24750755465037
"1479",93,"abs_max_d2",-0.249166666666667,24,1,0.0251642368327538,"sim_int",-0.199845668776033,-0.2984876645573,-0.00749999999999972,-0.44425,0.392889938766619,0.0275,25,0.25,0.5,"skew","gam",9.24750755465037
"1480",94,"abs_max_d2",-0.368333333333333,24,1,0.04231784791371,"none",-0.285391875519218,-0.451274791147448,0.0312500000000002,-0.5485,0.273723272099953,0.0275,25,0.25,0.5,"skew","gam_ns",0.915619376579983
"1481",94,"abs_max_d2",-0.368333333333333,24,NA,0.04231784791371,"jack_quant",-0.285391875519218,-0.451274791147448,0.0312500000000002,-0.5485,0.273723272099953,0.0275,25,0.25,0.5,"skew","gam_ns",0.915619376579983
"1482",94,"abs_max_d2",0.0600000000000001,1,0,NA,"sim_int",NA,NA,NA,NA,0.702056605433286,0.0275,25,0.25,0.5,"skew","gam_ns",0.915619376579983
"1483",95,"abs_max_d2",0.0564000000000001,25,1,0.0235914297056273,"none",0.102638352566838,0.0101616474331622,0.274,-0.178,0.698456605433286,0.0275,25,0.25,0.5,"skew","gam",8.07242694557038
"1484",95,"abs_max_d2",0.0564000000000001,25,NA,0.0235914297056273,"jack_quant",0.102638352566838,0.0101616474331622,0.274,-0.178,0.698456605433286,0.0275,25,0.25,0.5,"skew","gam",8.07242694557038
"1485",95,"abs_max_d2",0.0458333333333334,24,1,0.021894373228755,"sim_int",0.0887455163257712,0.00292115034089567,0.2385,-0.18225,0.687889938766619,0.0275,25,0.25,0.5,"skew","gam",8.07242694557038
"1486",96,"abs_max_d2",-0.7564,25,1,0.00591842696818823,"none",-0.74480009629722,-0.767999903702779,-0.686,-0.804,-0.114343394566714,0.0275,25,0.25,0.5,"skew","gam",22.4974507575875
"1487",96,"abs_max_d2",-0.7564,25,NA,0.00591842696818823,"jack_quant",-0.74480009629722,-0.767999903702779,-0.686,-0.804,-0.114343394566714,0.0275,25,0.25,0.5,"skew","gam",22.4974507575875
"1488",96,"abs_max_d2",-0.7564,25,1,0.00591842696818823,"sim_int",-0.74480009629722,-0.767999903702779,-0.686,-0.804,-0.114343394566714,0.0275,25,0.25,0.5,"skew","gam",22.4974507575875
"1489",97,"abs_max_d2",0.1916,25,1,0.0184906132342272,"none",0.227840935991145,0.155359064008855,0.306,-0.0199999999999999,0.833656605433286,0.0275,25,0.25,0.5,"skew","gam",3.93709245213101
"1490",97,"abs_max_d2",0.1916,25,NA,0.0184906132342272,"jack_quant",0.227840935991145,0.155359064008855,0.306,-0.0199999999999999,0.833656605433286,0.0275,25,0.25,0.5,"skew","gam",3.93709245213101
"1491",97,"abs_max_d2",0.04,1,0,NA,"sim_int",NA,NA,NA,NA,0.682056605433286,0.0275,25,0.25,0.5,"skew","gam",3.93709245213101
"1492",98,"abs_max_d2",-0.694782608695652,23,1,0.0131247914618205,"none",-0.669058490125885,-0.720506727265419,-0.563,-0.798,-0.0527260032623662,0.0275,25,0.25,0.5,"skew","gam",2.27366334619458
"1493",98,"abs_max_d2",-0.694782608695652,23,NA,0.0131247914618205,"jack_quant",-0.669058490125885,-0.720506727265419,-0.563,-0.798,-0.0527260032623662,0.0275,25,0.25,0.5,"skew","gam",2.27366334619458
"1494",98,"abs_max_d2",-0.993181818181818,22,1,0.121005587029493,"sim_int",-0.756015225675886,-1.23034841068775,-0.63675,-1.99,-0.351125212748532,0.0275,25,0.25,0.5,"skew","gam",2.27366334619458
"1495",99,"abs_max_d2",0.3856,25,1,0.0216913321142084,"none",0.428114229720546,0.343085770279455,0.482,0.144,1.02765660543329,0.0275,25,0.25,0.5,"skew","gam",4.29645719595194
"1496",99,"abs_max_d2",0.3856,25,NA,0.0216913321142084,"jack_quant",0.428114229720546,0.343085770279455,0.482,0.144,1.02765660543329,0.0275,25,0.25,0.5,"skew","gam",4.29645719595194
"1497",99,"abs_max_d2",0.313333333333333,3,0,0.193045763140937,"sim_int",0.691696076457619,-0.0650294097909526,0.497,0.022,0.955389938766619,0.0275,25,0.25,0.5,"skew","gam",4.29645719595194
"1498",100,"abs_max_d2",0.0616000000000001,25,1,0.0417901503546789,"none",0.143507189603684,-0.0203071896036843,0.394,-0.272,0.703656605433286,0.0275,25,0.25,0.5,"skew","gam_ns",1.76233094496747
"1499",100,"abs_max_d2",0.0616000000000001,25,NA,0.0417901503546789,"jack_quant",0.143507189603684,-0.0203071896036843,0.394,-0.272,0.703656605433286,0.0275,25,0.25,0.5,"skew","gam_ns",1.76233094496747
"1500",100,"abs_max_d2",0.28,1,0,NA,"sim_int",NA,NA,NA,NA,0.922056605433286,0.0275,25,0.25,0.5,"skew","gam_ns",1.76233094496747
"1501",1,"min_d2",0.0688,25,1,0.0245254969368614,"none",0.116869090699196,0.0207309093008042,0.252,-0.204,0.710856605433286,0.0275,25,0.25,0.5,"skew","gam",7.21077535535491
"1502",1,"min_d2",0.0688,25,NA,0.0245254969368614,"jack_quant",0.116869090699196,0.0207309093008042,0.252,-0.204,0.710856605433286,0.0275,25,0.25,0.5,"skew","gam",7.21077535535491
"1503",1,"min_d2",0.0665217391304348,23,1,0.0254594856866064,"sim_int",0.116421414141096,0.0166220641197732,0.2535,-0.2095,0.708578344563721,0.0275,25,0.25,0.5,"skew","gam",7.21077535535491
"1504",2,"min_d2",-0.3236,25,1,0.00591842696818824,"none",-0.31200009629722,-0.335199903702779,-0.286,-0.384,0.318456605433286,0.0275,25,0.25,0.5,"skew","gam_ns",1.80564241901584
"1505",2,"min_d2",-0.3236,25,NA,0.00591842696818824,"jack_quant",-0.31200009629722,-0.335199903702779,-0.286,-0.384,0.318456605433286,0.0275,25,0.25,0.5,"skew","gam_ns",1.80564241901584
"1506",2,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","gam_ns",1.80564241901584
"1507",3,"min_d2",-1.1975,24,1,0.00699040660470154,"none",-1.18379905481749,-1.21120094518251,-1.1115,-1.247,-0.555443394566714,0.0275,25,0.25,0.5,"skew","gam",5.20403326666043
"1508",3,"min_d2",-1.1975,24,NA,0.00699040660470154,"jack_quant",-1.18379905481749,-1.21120094518251,-1.1115,-1.247,-0.555443394566714,0.0275,25,0.25,0.5,"skew","gam",5.20403326666043
"1509",3,"min_d2",-1.1975,24,1,0.00699040660470154,"sim_int",-1.18379905481749,-1.21120094518251,-1.1115,-1.247,-0.555443394566714,0.0275,25,0.25,0.5,"skew","gam",5.20403326666043
"1510",4,"min_d2",-0.7156,25,1,0.0220249227517879,"none",-0.672431944644219,-0.758768055355781,-0.372,-0.78,-0.0735433945667141,0.0275,25,0.25,0.5,"skew","gam",16.3859624310952
"1511",4,"min_d2",-0.7156,25,NA,0.0220249227517879,"jack_quant",-0.672431944644219,-0.758768055355781,-0.372,-0.78,-0.0735433945667141,0.0275,25,0.25,0.5,"skew","gam",16.3859624310952
"1512",4,"min_d2",-0.7156,25,1,0.0220249227517879,"sim_int",-0.672431944644219,-0.758768055355781,-0.372,-0.78,-0.0735433945667141,0.0275,25,0.25,0.5,"skew","gam",16.3859624310952
"1513",5,"min_d2",-0.0249999999999999,18,1,0.0163493436584556,"none",0.00704412474144149,-0.0570441247414413,0.063,-0.16175,0.617056605433286,0.0275,25,0.25,0.5,"skew","gam_ns",0.0989073097535993
"1514",5,"min_d2",-0.2,1,NA,NA,"jack_quant",NA,NA,NA,NA,0.442056605433286,0.0275,25,0.25,0.5,"skew","gam_ns",0.0989073097535993
"1515",5,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","gam_ns",0.0989073097535993
"1516",6,"min_d2",-0.4996,25,1,0.0236839725459129,"none",-0.453180266799175,-0.546019733200825,-0.210000000000001,-0.59,0.142456605433286,0.0275,25,0.25,0.5,"skew","gam",20.7336633483787
"1517",6,"min_d2",-0.4996,25,NA,0.0236839725459129,"jack_quant",-0.453180266799175,-0.546019733200825,-0.210000000000001,-0.59,0.142456605433286,0.0275,25,0.25,0.5,"skew","gam",20.7336633483787
"1518",6,"min_d2",-0.4996,25,1,0.0236839725459129,"sim_int",-0.453180266799175,-0.546019733200825,-0.210000000000001,-0.59,0.142456605433286,0.0275,25,0.25,0.5,"skew","gam",20.7336633483787
"1519",7,"min_d2",-0.0367999999999999,25,1,0.0219905282640807,"none",0.00630064339860843,-0.0799006433986083,0.178,-0.206,0.605256605433286,0.0275,25,0.25,0.5,"skew","gam",13.0465331312963
"1520",7,"min_d2",-0.0367999999999999,25,NA,0.0219905282640807,"jack_quant",0.00630064339860843,-0.0799006433986083,0.178,-0.206,0.605256605433286,0.0275,25,0.25,0.5,"skew","gam",13.0465331312963
"1521",7,"min_d2",-0.0367999999999999,25,1,0.0219905282640807,"sim_int",0.00630064339860843,-0.0799006433986083,0.178,-0.206,0.605256605433286,0.0275,25,0.25,0.5,"skew","gam",13.0465331312963
"1522",8,"min_d2",-0.2156,25,1,0.00479003595439996,"none",-0.206211702044724,-0.224988297955276,-0.176,-0.26,0.426456605433286,0.0275,25,0.25,0.5,"skew","gam_ns",1.57961836260304
"1523",8,"min_d2",-0.2156,25,NA,0.00479003595439996,"jack_quant",-0.206211702044724,-0.224988297955276,-0.176,-0.26,0.426456605433286,0.0275,25,0.25,0.5,"skew","gam_ns",1.57961836260304
"1524",8,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","gam_ns",1.57961836260304
"1525",9,"min_d2",-1.035,24,1,0.00274980666101599,"none",-1.02961047797996,-1.04038952202004,-1.00575,-1.05425,-0.392943394566714,0.0275,25,0.25,0.5,"skew","gam",2.05577879921391
"1526",9,"min_d2",-1.035,24,NA,0.00274980666101599,"jack_quant",-1.02961047797996,-1.04038952202004,-1.00575,-1.05425,-0.392943394566714,0.0275,25,0.25,0.5,"skew","gam",2.05577879921391
"1527",9,"min_d2",-1.035,16,1,0.00365148371670111,"sim_int",-1.02784322342513,-1.04215677657487,-1.00375,-1.05625,-0.392943394566714,0.0275,25,0.25,0.5,"skew","gam",2.05577879921391
"1528",10,"min_d2",-0.73,23,1,0.022836103067419,"none",-0.685242060440614,-0.774757939559386,-0.5175,-0.9035,-0.0879433945667141,0.0275,25,0.25,0.5,"skew","gam",5.31150003782757
"1529",10,"min_d2",-0.73,23,NA,0.022836103067419,"jack_quant",-0.685242060440614,-0.774757939559386,-0.5175,-0.9035,-0.0879433945667141,0.0275,25,0.25,0.5,"skew","gam",5.31150003782757
"1530",10,"min_d2",-0.65,2,0,NA,"sim_int",NA,NA,-0.3935,-0.9065,-0.00794339456671411,0.0275,25,0.25,0.5,"skew","gam",5.31150003782757
"1531",11,"min_d2",0.458,25,1,0.038881943824294,"none",0.534207209544526,0.381792790455474,0.58,0.0340000000000001,1.10005660543329,0.0275,25,0.25,0.5,"skew","gam_ns",1.13609178081809
"1532",11,"min_d2",0.494166666666667,24,NA,0.0127490933984606,"jack_quant",0.519154430563187,0.469178902770147,0.58,0.3645,1.13622327209995,0.0275,25,0.25,0.5,"skew","gam_ns",1.13609178081809
"1533",11,"min_d2",0.143333333333333,3,0,0.344770455037358,"sim_int",0.819071008140041,-0.532404341473374,0.501,-0.373,0.785389938766619,0.0275,25,0.25,0.5,"skew","gam_ns",1.13609178081809
"1534",12,"min_d2",0.303125,16,1,0.0661427328669681,"none",0.432762374258311,0.173487625741689,0.42625,-0.3525,0.945181605433286,0.0275,25,0.25,0.5,"skew","gam_ns",0.02131307540823
"1535",12,"min_d2",0.303125,16,NA,0.0661427328669681,"jack_quant",0.432762374258311,0.173487625741689,0.42625,-0.3525,0.945181605433286,0.0275,25,0.25,0.5,"skew","gam_ns",0.02131307540823
"1536",12,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","gam_ns",0.02131307540823
"1537",13,"min_d2",0.0976,25,1,0.0130607554656434,"none",0.123198610323546,0.0720013896764544,0.2,-0.0539999999999998,0.739656605433286,0.0275,25,0.25,0.5,"skew","gam",6.60056014238624
"1538",13,"min_d2",0.0976,25,NA,0.0130607554656434,"jack_quant",0.123198610323546,0.0720013896764544,0.2,-0.0539999999999998,0.739656605433286,0.0275,25,0.25,0.5,"skew","gam",6.60056014238624
"1539",13,"min_d2",0.0852631578947369,19,1,0.0144309428576543,"sim_int",0.113547286158695,0.056979029630779,0.1465,-0.0629999999999998,0.727319763328023,0.0275,25,0.25,0.5,"skew","gam",6.60056014238624
"1540",14,"min_d2",-0.206,25,1,0.0474890338218555,"none",-0.112923204048559,-0.299076795951441,0.132,-0.532,0.436056605433286,0.0275,25,0.25,0.5,"skew","gam",8.34461143841102
"1541",14,"min_d2",-0.206,25,NA,0.0474890338218555,"jack_quant",-0.112923204048559,-0.299076795951441,0.132,-0.532,0.436056605433286,0.0275,25,0.25,0.5,"skew","gam",8.34461143841102
"1542",14,"min_d2",-0.20695652173913,23,1,0.0484530734153369,"sim_int",-0.111990242904795,-0.301922800573466,0.1335,-0.536,0.435100083694155,0.0275,25,0.25,0.5,"skew","gam",8.34461143841102
"1543",15,"min_d2",-0.682,25,1,0.0661726487640056,"none",-0.55230399166093,-0.81169600833907,-0.066000000000002,-0.938,-0.0399433945667141,0.0275,25,0.25,0.5,"skew","gam",14.9137116650551
"1544",15,"min_d2",-0.744166666666667,24,NA,0.0196078440639015,"jack_quant",-0.705735998486942,-0.782597334846391,-0.65575,-0.94725,-0.102110061233381,0.0275,25,0.25,0.5,"skew","gam",14.9137116650551
"1545",15,"min_d2",-0.744166666666667,24,1,0.0196078440639015,"sim_int",-0.705735998486942,-0.782597334846391,-0.65575,-0.94725,-0.102110061233381,0.0275,25,0.25,0.5,"skew","gam",14.9137116650551
"1546",16,"min_d2",-0.66,18,1,0.0255052745749162,"none",-0.610010580417359,-0.709989419582641,-0.4375,-0.82575,-0.0179433945667142,0.0275,25,0.25,0.5,"skew","gam_ns",0.0800347700002249
"1547",16,"min_d2",-0.66,18,NA,0.0255052745749162,"jack_quant",-0.610010580417359,-0.709989419582641,-0.4375,-0.82575,-0.0179433945667142,0.0275,25,0.25,0.5,"skew","gam_ns",0.0800347700002249
"1548",16,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","gam_ns",0.0800347700002249
"1549",17,"min_d2",0.268,25,1,0.0230864919619918,"none",0.313248692774877,0.222751307225123,0.334,-0.0699999999999998,0.910056605433286,0.0275,25,0.25,0.5,"skew","gam",11.2457350236276
"1550",17,"min_d2",0.268,25,NA,0.0230864919619918,"jack_quant",0.313248692774877,0.222751307225123,0.334,-0.0699999999999998,0.910056605433286,0.0275,25,0.25,0.5,"skew","gam",11.2457350236276
"1551",17,"min_d2",0.268,25,1,0.0230864919619918,"sim_int",0.313248692774877,0.222751307225123,0.334,-0.0699999999999998,0.910056605433286,0.0275,25,0.25,0.5,"skew","gam",11.2457350236276
"1552",18,"min_d2",-0.133333333333333,24,1,0.0177853900946579,"none",-0.0984746092968083,-0.168192057369858,0.0395000000000001,-0.257,0.508723272099953,0.0275,25,0.25,0.5,"skew","gam",18.7044895600507
"1553",18,"min_d2",-0.133333333333333,24,NA,0.0177853900946579,"jack_quant",-0.0984746092968083,-0.168192057369858,0.0395000000000001,-0.257,0.508723272099953,0.0275,25,0.25,0.5,"skew","gam",18.7044895600507
"1554",18,"min_d2",-0.133333333333333,24,1,0.0177853900946579,"sim_int",-0.0984746092968083,-0.168192057369858,0.0395000000000001,-0.257,0.508723272099953,0.0275,25,0.25,0.5,"skew","gam",18.7044895600507
"1555",19,"min_d2",-0.4292,25,1,0.0173197061817521,"none",-0.39525399966095,-0.46314600033905,-0.22,-0.534,0.212856605433286,0.0275,25,0.25,0.5,"skew","gam",16.3243389508691
"1556",19,"min_d2",-0.4292,25,NA,0.0173197061817521,"jack_quant",-0.39525399966095,-0.46314600033905,-0.22,-0.534,0.212856605433286,0.0275,25,0.25,0.5,"skew","gam",16.3243389508691
"1557",19,"min_d2",-0.4292,25,1,0.0173197061817521,"sim_int",-0.39525399966095,-0.46314600033905,-0.22,-0.534,0.212856605433286,0.0275,25,0.25,0.5,"skew","gam",16.3243389508691
"1558",20,"min_d2",0.708695652173913,23,1,0.0250808967821968,"none",0.757853306566985,0.659537997780841,0.8245,0.4055,1.3507522576072,0.0275,25,0.25,0.5,"skew","gam_ns",0.752873269492881
"1559",20,"min_d2",0.708695652173913,23,NA,0.0250808967821968,"jack_quant",0.757853306566985,0.659537997780841,0.8245,0.4055,1.3507522576072,0.0275,25,0.25,0.5,"skew","gam_ns",0.752873269492881
"1560",20,"min_d2",-1.71,1,0,NA,"sim_int",NA,NA,NA,NA,-1.06794339456671,0.0275,25,0.25,0.5,"skew","gam_ns",0.752873269492881
"1561",21,"min_d2",-0.0416666666666666,6,0,0.0331561960021552,"none",0.0233182833619085,-0.106651616695242,0.0087500000000002,-0.17,0.600389938766619,0.0275,25,0.25,0.5,"skew","lm_ns",-1.63140612130519e-11
"1562",21,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","lm_ns",-1.63140612130519e-11
"1563",21,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","lm_ns",-1.63140612130519e-11
"1564",22,"min_d2",-0.7752,25,1,0.0262011450131478,"none",-0.723846699420519,-0.826553300579481,-0.518000000000001,-0.846,-0.133143394566714,0.0275,25,0.25,0.5,"skew","gam",19.936923714321
"1565",22,"min_d2",-0.7752,25,NA,0.0262011450131478,"jack_quant",-0.723846699420519,-0.826553300579481,-0.518000000000001,-0.846,-0.133143394566714,0.0275,25,0.25,0.5,"skew","gam",19.936923714321
"1566",22,"min_d2",-0.7752,25,1,0.0262011450131478,"sim_int",-0.723846699420519,-0.826553300579481,-0.518000000000001,-0.846,-0.133143394566714,0.0275,25,0.25,0.5,"skew","gam",19.936923714321
"1567",23,"min_d2",0.1248,25,1,0.0236152610732034,"none",0.171085061188989,0.0785149388110108,0.3,-0.118,0.766856605433286,0.0275,25,0.25,0.5,"skew","gam",20.419994073673
"1568",23,"min_d2",0.1248,25,NA,0.0236152610732034,"jack_quant",0.171085061188989,0.0785149388110108,0.3,-0.118,0.766856605433286,0.0275,25,0.25,0.5,"skew","gam",20.419994073673
"1569",23,"min_d2",0.1248,25,1,0.0236152610732034,"sim_int",0.171085061188989,0.0785149388110108,0.3,-0.118,0.766856605433286,0.0275,25,0.25,0.5,"skew","gam",20.419994073673
"1570",24,"min_d2",-0.325,6,0,0.301313789926714,"none",0.265564176301627,-0.915564176301627,0.84625,-0.61875,0.317056605433286,0.0275,25,0.25,0.5,"skew","lm_ns",-3.21449533657869e-11
"1571",24,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","lm_ns",-3.21449533657869e-11
"1572",24,"min_d2",-0.59,1,0,NA,"sim_int",NA,NA,NA,NA,0.0520566054332859,0.0275,25,0.25,0.5,"skew","lm_ns",-3.21449533657869e-11
"1573",25,"min_d2",-0.6704,25,1,0.021044595505735,"none",-0.629153350739546,-0.711646649260454,-0.448000000000001,-0.818,-0.0283433945667142,0.0275,25,0.25,0.5,"skew","gam",22.505377740999
"1574",25,"min_d2",-0.6704,25,NA,0.021044595505735,"jack_quant",-0.629153350739546,-0.711646649260454,-0.448000000000001,-0.818,-0.0283433945667142,0.0275,25,0.25,0.5,"skew","gam",22.505377740999
"1575",25,"min_d2",-0.687916666666667,24,1,0.0115848014419171,"sim_int",-0.665210873072462,-0.710622460260872,-0.626,-0.821,-0.0458600612333809,0.0275,25,0.25,0.5,"skew","gam",22.505377740999
"1576",26,"min_d2",-0.0267999999999999,25,1,0.0264425477844578,"none",0.0250264413170167,-0.0786264413170166,0.264,-0.266,0.615256605433286,0.0275,25,0.25,0.5,"skew","gam",9.2073954754089
"1577",26,"min_d2",-0.0267999999999999,25,NA,0.0264425477844578,"jack_quant",0.0250264413170167,-0.0786264413170166,0.264,-0.266,0.615256605433286,0.0275,25,0.25,0.5,"skew","gam",9.2073954754089
"1578",26,"min_d2",-0.0133333333333333,24,1,0.0235720082198906,"sim_int",0.0328669538209344,-0.0595336204876009,0.26425,-0.21,0.628723272099952,0.0275,25,0.25,0.5,"skew","gam",9.2073954754089
"1579",27,"min_d2",-0.869166666666667,24,1,0.00463881326761716,"none",-0.86007475973113,-0.878258573602203,-0.83,-0.90425,-0.227110061233381,0.0275,25,0.25,0.5,"skew","gam",5.44897348855224
"1580",27,"min_d2",-0.869166666666667,24,NA,0.00463881326761716,"jack_quant",-0.86007475973113,-0.878258573602203,-0.83,-0.90425,-0.227110061233381,0.0275,25,0.25,0.5,"skew","gam",5.44897348855224
"1581",27,"min_d2",-0.869166666666667,24,1,0.00463881326761716,"sim_int",-0.86007475973113,-0.878258573602203,-0.83,-0.90425,-0.227110061233381,0.0275,25,0.25,0.5,"skew","gam",5.44897348855224
"1582",28,"min_d2",-0.4864,25,1,0.0369020851563823,"none",-0.41407324213906,-0.558726757860939,-0.0300000000000005,-0.604,0.155656605433286,0.0275,25,0.25,0.5,"skew","gam",2.0799722470873
"1583",28,"min_d2",-0.4864,25,NA,0.0369020851563823,"jack_quant",-0.41407324213906,-0.558726757860939,-0.0300000000000005,-0.604,0.155656605433286,0.0275,25,0.25,0.5,"skew","gam",2.0799722470873
"1584",28,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","gam",2.0799722470873
"1585",29,"min_d2",-0.595,24,1,0.00806401608303975,"none",-0.57919481890649,-0.61080518109351,-0.52725,-0.66,0.0470566054332858,0.0275,25,0.25,0.5,"skew","gam",2.34738580891671
"1586",29,"min_d2",-0.595,24,NA,0.00806401608303975,"jack_quant",-0.57919481890649,-0.61080518109351,-0.52725,-0.66,0.0470566054332858,0.0275,25,0.25,0.5,"skew","gam",2.34738580891671
"1587",29,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","gam",2.34738580891671
"1588",30,"min_d2",-0.5236,25,1,0.028908860617849,"none",-0.466939674354928,-0.580260325645072,-0.124,-0.67,0.118456605433286,0.0275,25,0.25,0.5,"skew","gam",8.52848958629919
"1589",30,"min_d2",-0.5236,25,NA,0.028908860617849,"jack_quant",-0.466939674354928,-0.580260325645072,-0.124,-0.67,0.118456605433286,0.0275,25,0.25,0.5,"skew","gam",8.52848958629919
"1590",30,"min_d2",-0.545,24,1,0.0197622924823713,"sim_int",-0.506266618482605,-0.583733381517394,-0.32075,-0.67,0.0970566054332859,0.0275,25,0.25,0.5,"skew","gam",8.52848958629919
"1591",31,"min_d2",-0.6268,25,1,0.0103869576339219,"none",-0.60644193712857,-0.64715806287143,-0.526,-0.704,0.0152566054332858,0.0275,25,0.25,0.5,"skew","gam",26.1903924276748
"1592",31,"min_d2",-0.6268,25,NA,0.0103869576339219,"jack_quant",-0.60644193712857,-0.64715806287143,-0.526,-0.704,0.0152566054332858,0.0275,25,0.25,0.5,"skew","gam",26.1903924276748
"1593",31,"min_d2",-0.6268,25,1,0.0103869576339219,"sim_int",-0.60644193712857,-0.64715806287143,-0.526,-0.704,0.0152566054332858,0.0275,25,0.25,0.5,"skew","gam",26.1903924276748
"1594",32,"min_d2",-0.0703999999999999,25,1,0.0239898705475642,"none",-0.0233807177329959,-0.117419282267004,0.162,-0.234,0.571656605433286,0.0275,25,0.25,0.5,"skew","gam",16.9142576818052
"1595",32,"min_d2",-0.0703999999999999,25,NA,0.0239898705475642,"jack_quant",-0.0233807177329959,-0.117419282267004,0.162,-0.234,0.571656605433286,0.0275,25,0.25,0.5,"skew","gam",16.9142576818052
"1596",32,"min_d2",-0.0703999999999999,25,1,0.0239898705475642,"sim_int",-0.0233807177329959,-0.117419282267004,0.162,-0.234,0.571656605433286,0.0275,25,0.25,0.5,"skew","gam",16.9142576818052
"1597",33,"min_d2",0.1312,25,1,0.0181268677198609,"none",0.166728007883449,0.0956719921165511,0.224,-0.0559999999999999,0.773256605433286,0.0275,25,0.25,0.5,"skew","gam",3.18915038621908
"1598",33,"min_d2",0.1312,25,NA,0.0181268677198609,"jack_quant",0.166728007883449,0.0956719921165511,0.224,-0.0559999999999999,0.773256605433286,0.0275,25,0.25,0.5,"skew","gam",3.18915038621908
"1599",33,"min_d2",0.1,1,0,NA,"sim_int",NA,NA,NA,NA,0.742056605433286,0.0275,25,0.25,0.5,"skew","gam",3.18915038621908
"1600",34,"min_d2",-0.92875,24,1,0.00461412723408502,"none",-0.919706476801108,-0.937793523198892,-0.87575,-0.95,-0.286693394566714,0.0275,25,0.25,0.5,"skew","gam",5.88178255626984
"1601",34,"min_d2",-0.92875,24,NA,0.00461412723408502,"jack_quant",-0.919706476801108,-0.937793523198892,-0.87575,-0.95,-0.286693394566714,0.0275,25,0.25,0.5,"skew","gam",5.88178255626984
"1602",34,"min_d2",-0.92875,24,1,0.00461412723408502,"sim_int",-0.919706476801108,-0.937793523198892,-0.87575,-0.95,-0.286693394566714,0.0275,25,0.25,0.5,"skew","gam",5.88178255626984
"1603",35,"min_d2",0.923333333333333,3,0,0.461645607221239,"none",1.82814209710809,0.0185245695585811,1.6185,0.469,1.56538993876662,0.0275,25,0.25,0.5,"skew","lm_ns",-5.64028823646368e-11
"1604",35,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","lm_ns",-5.64028823646368e-11
