"","sim","thresh_method","thresh_mean","thresh_n","thresh_n_full","thresh_se","sig_type","ci_n_up","ci_n_low","ci_em_up","ci_em_low","thresh_diff","obs_error","ts_length","thresh_quant","cov_sd","next_mod","shape","best_mod","aic_diff"
"5952",84,"zero_d1",0.0398000000000001,25,1,0.00323393465198871,"sim_int",0.0461383954462541,0.0334616045537462,0.067,0.0110000000000001,0.681856605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",4.9211508254681
"5953",85,"zero_d1",0.369,25,1,0.0185217589757441,"none",0.40530198052279,0.33269801947721,0.459,0.147,1.01105660543329,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",0.808447512508167
"5954",85,"zero_d1",0.38125,24,NA,0.0142594445205284,"jack_quant",0.409197997699783,0.353302002300217,0.45925,0.2065,1.02330660543329,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",0.808447512508167
"5955",85,"zero_d1",0.161666666666667,3,0,0.0535412613473633,"sim_int",0.266605610594345,0.0567277227389882,0.214,0.0810000000000002,0.803723272099953,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",0.808447512508167
"5956",86,"zero_d1",-0.0341999999999999,25,1,0.0033291640592397,"none",-0.0276749583452649,-0.0407250416547349,-0.00499999999999989,-0.0649999999999999,0.607856605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.238106463715425
"5957",86,"zero_d1",-0.0341999999999999,25,NA,0.0033291640592397,"jack_quant",-0.0276749583452649,-0.0407250416547349,-0.00499999999999989,-0.0649999999999999,0.607856605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.238106463715425
"5958",86,"zero_d1",-0.0341999999999999,25,1,0.0033291640592397,"sim_int",-0.0276749583452649,-0.0407250416547349,-0.00499999999999989,-0.0649999999999999,0.607856605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.238106463715425
"5959",87,"zero_d1",0.5702,25,1,0.018466561371541,"none",0.606393795206519,0.534006204793481,0.651,0.377,1.21225660543329,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",6.72566329740221e-05
"5960",87,"zero_d1",0.582391304347826,23,NA,0.00833734482439132,"jack_quant",0.598732199930325,0.566050408765328,0.635,0.5105,1.22444790978111,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",6.72566329740221e-05
"5961",87,"zero_d1",0.345,2,0,NA,"sim_int",NA,NA,0.497,0.193,0.987056605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",6.72566329740221e-05
"5962",88,"zero_d1",-0.0193999999999999,25,1,0.00697415865096923,"none",-0.00573090022163177,-0.033069099778368,0.0330000000000001,-0.093,0.622656605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",1.219585018011
"5963",88,"zero_d1",0.0283333333333334,24,NA,0.0466968126593174,"jack_quant",0.11985740433841,-0.0631907376717427,0.471250000000001,-0.0534999999999999,0.670389938766619,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",1.219585018011
"5964",88,"zero_d1",-0.0193999999999999,25,1,0.00697415865096923,"sim_int",-0.00573090022163177,-0.033069099778368,0.0330000000000001,-0.093,0.622656605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",1.219585018011
"5965",89,"zero_d1",0.3998,25,1,0.00520816666399992,"none",0.410007819086922,0.389592180913078,0.453,0.357,1.04185660543329,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000113689966738661
"5966",89,"zero_d1",0.39804347826087,23,NA,0.00268411170099681,"jack_quant",0.403304240525306,0.392782715996433,0.4195,0.376,1.04010008369416,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000113689966738661
"5967",89,"zero_d1",0.395833333333333,24,1,0.00341887713393781,"sim_int",0.402534209383419,0.389132457283248,0.41925,0.3565,1.03788993876662,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000113689966738661
"5968",90,"zero_d1",0.1094,25,1,0.0143623736818737,"none",0.137549735148978,0.0812502648510217,0.249,-0.0269999999999999,0.751456605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000153934904382425
"5969",90,"zero_d1",0.107173913043478,23,NA,0.00776611951291614,"jack_quant",0.122395227588428,0.0919525984985289,0.1575,0.0215000000000001,0.749230518476764,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000153934904382425
"5970",90,"zero_d1",0.0583333333333334,9,0,0.0218660696056699,"sim_int",0.101190042243892,0.0154766244227745,0.105,-0.0589999999999999,0.700389938766619,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000153934904382425
"5971",91,"zero_d1",0.1546,25,1,0.00630476010645925,"none",0.166957102739825,0.142242897260175,0.221,0.125,0.796656605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",5.34881607165971e-05
"5972",91,"zero_d1",0.149583333333333,24,NA,0.00383887027857845,"jack_quant",0.157107380820668,0.142059285845998,0.185,0.125,0.791639938766619,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",5.34881607165971e-05
"5973",91,"zero_d1",0.149583333333333,24,1,0.00383887027857845,"sim_int",0.157107380820668,0.142059285845998,0.185,0.125,0.791639938766619,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",5.34881607165971e-05
"5974",92,"zero_d1",-0.1006,25,1,0.0058949130612758,"none",-0.0890461827079047,-0.112153817292095,-0.033,-0.133,0.541456605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",1.58644273398068e-05
"5975",92,"zero_d1",-0.103695652173913,23,NA,0.00303589733940525,"jack_quant",-0.0977454027279178,-0.109645901619908,-0.0705,-0.125,0.538360953259373,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",1.58644273398068e-05
"5976",92,"zero_d1",-0.1006,25,1,0.0058949130612758,"sim_int",-0.0890461827079047,-0.112153817292095,-0.033,-0.133,0.541456605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",1.58644273398068e-05
"5977",93,"zero_d1",0.1958,25,1,0.00372305131728145,"none",0.203097046494466,0.188502953505534,0.233,0.161,0.837856605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000319282425138567
"5978",93,"zero_d1",0.195434782608696,23,NA,0.00283705271856544,"jack_quant",0.200995303759325,0.189874261458066,0.2195,0.165,0.837491388041982,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000319282425138567
"5979",93,"zero_d1",0.19375,24,1,0.00321342293458576,"sim_int",0.200048193218883,0.187451806781117,0.21925,0.16075,0.835806605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000319282425138567
"5980",94,"zero_d1",0.2158,25,1,0.00526782687642637,"none",0.226124750954588,0.205475249045412,0.263,0.159,0.857856605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",5.2179037382416e-05
"5981",94,"zero_d1",0.2794,25,NA,0.0443943815263949,"jack_quant",0.366411388907664,0.192388611092336,0.997,0.181,0.921456605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",5.2179037382416e-05
"5982",94,"zero_d1",0.2158,25,1,0.00526782687642637,"sim_int",0.226124750954588,0.205475249045412,0.263,0.159,0.857856605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",5.2179037382416e-05
"5983",95,"zero_d1",0.5078,25,1,0.0199610732287732,"none",0.546922984621162,0.468677015378838,0.583,0.299,1.14985660543329,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000137925559414498
"5984",95,"zero_d1",0.523260869565218,23,NA,0.00648112880157307,"jack_quant",0.535963648595466,0.510558090534969,0.564,0.4605,1.1653174749985,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000137925559414498
"5985",95,"zero_d1",0.0650000000000002,1,0,NA,"sim_int",NA,NA,NA,NA,0.707056605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000137925559414498
"5986",96,"zero_d1",0.2766,25,1,0.0110031561128816,"none",0.29816578969752,0.25503421030248,0.343,0.129,0.918656605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000306046999341447
"5987",96,"zero_d1",0.280652173913044,23,NA,0.00835241556975001,"jack_quant",0.297022607613665,0.264281740212422,0.3295,0.178,0.922708779346329,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000306046999341447
"5988",96,"zero_d1",0.238,10,1,0.0216053262751755,"sim_int",0.280345661373581,0.195654338626419,0.29275,0.114,0.880056605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",0.000306046999341447
"5989",97,"zero_d1",-0.0437999999999999,25,1,0.00698013053045731,"none",-0.0301191955529151,-0.0574808044470847,0.0350000000000001,-0.115,0.598256605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",3.11448423793087
"5990",97,"zero_d1",-0.0483333333333333,24,NA,0.00545359064412371,"jack_quant",-0.0376444920844262,-0.0590221745822403,-0.00224999999999987,-0.115,0.593723272099953,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",3.11448423793087
"5991",97,"zero_d1",-0.0437999999999999,25,1,0.00698013053045731,"sim_int",-0.0301191955529151,-0.0574808044470847,0.0350000000000001,-0.115,0.598256605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",3.11448423793087
"5992",98,"zero_d1",-0.0898,25,1,0.00400173573451433,"none",-0.081956742084705,-0.097643257915295,-0.051,-0.115,0.552256605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",9.33823299504866e-05
"5993",98,"zero_d1",-0.0446,25,NA,0.0493727320154219,"jack_quant",0.0521687765685746,-0.141368776568575,0.400999999999998,-0.115,0.597456605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",9.33823299504866e-05
"5994",98,"zero_d1",-0.0898,25,1,0.00400173573451433,"sim_int",-0.081956742084705,-0.097643257915295,-0.051,-0.115,0.552256605433286,0.0275,25,0.25,1,"gam_DC","hockeystick","gam_DCl",9.33823299504866e-05
"5995",99,"zero_d1",0.0258000000000001,25,1,0.00731057073315377,"none",0.0401284553434141,0.0114715446565861,0.089,-0.0189999999999999,0.667856605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",0.509759790506806
"5996",99,"zero_d1",0.0678000000000001,25,NA,0.0462950981326437,"jack_quant",0.158536725000729,-0.022936725000729,0.508999999999998,-0.0189999999999999,0.709856605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",0.509759790506806
"5997",99,"zero_d1",0.0258000000000001,25,1,0.00731057073315377,"sim_int",0.0401284553434141,0.0114715446565861,0.089,-0.0189999999999999,0.667856605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",0.509759790506806
"5998",100,"zero_d1",-0.0221999999999999,25,1,0.00208499933386614,"none",-0.0181134763978323,-0.0262865236021675,-0.00499999999999989,-0.0449999999999999,0.619856605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",0.000295064213176488
"5999",100,"zero_d1",-0.0221999999999999,25,NA,0.00208499933386614,"jack_quant",-0.0181134763978323,-0.0262865236021675,-0.00499999999999989,-0.0449999999999999,0.619856605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",0.000295064213176488
"6000",100,"zero_d1",-0.0221999999999999,25,1,0.00208499933386614,"sim_int",-0.0181134763978323,-0.0262865236021675,-0.00499999999999989,-0.0449999999999999,0.619856605433286,0.0275,25,0.25,1,"gam_DCl","hockeystick","gam_DC",0.000295064213176488
"6001",1,"abs_max_d2",-0.6172,25,1,0.0184044076846342,"none",-0.581128023781325,-0.653271976218675,-0.442000000000001,-0.662,0.0248566054332858,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",3.28111470366821e-05
"6002",1,"abs_max_d2",-0.6172,25,NA,0.0184044076846342,"jack_quant",-0.581128023781325,-0.653271976218675,-0.442000000000001,-0.662,0.0248566054332858,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",3.28111470366821e-05
"6003",1,"abs_max_d2",-0.6172,25,1,0.0184044076846342,"sim_int",-0.581128023781325,-0.653271976218675,-0.442000000000001,-0.662,0.0248566054332858,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",3.28111470366821e-05
"6004",2,"abs_max_d2",-0.334,25,1,0.0625666311489865,"none",-0.211371656313985,-0.456628343686016,0.277999999999998,-0.45,0.308056605433286,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.0698152253675737
"6005",2,"abs_max_d2",-0.334,25,NA,0.0625666311489865,"jack_quant",-0.211371656313985,-0.456628343686016,0.277999999999998,-0.45,0.308056605433286,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.0698152253675737
"6006",2,"abs_max_d2",-0.334,25,1,0.0625666311489865,"sim_int",-0.211371656313985,-0.456628343686016,0.277999999999998,-0.45,0.308056605433286,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.0698152253675737
"6007",3,"abs_max_d2",-0.9912,25,1,0.0252303278703319,"none",-0.941749466056012,-1.04065053394399,-0.622,-1.084,-0.349143394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",5.52088550840324e-05
"6008",3,"abs_max_d2",-0.9912,25,NA,0.0252303278703319,"jack_quant",-0.941749466056012,-1.04065053394399,-0.622,-1.084,-0.349143394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",5.52088550840324e-05
"6009",3,"abs_max_d2",-0.9912,25,1,0.0252303278703319,"sim_int",-0.941749466056012,-1.04065053394399,-0.622,-1.084,-0.349143394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",5.52088550840324e-05
"6010",4,"abs_max_d2",-0.7484,25,1,0.0170749979664876,"none",-0.71493361894959,-0.78186638105041,-0.572,-0.77,-0.106343394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",6.40403653164867e-05
"6011",4,"abs_max_d2",-0.7484,25,NA,0.0170749979664876,"jack_quant",-0.71493361894959,-0.78186638105041,-0.572,-0.77,-0.106343394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",6.40403653164867e-05
"6012",4,"abs_max_d2",-0.7484,25,1,0.0170749979664876,"sim_int",-0.71493361894959,-0.78186638105041,-0.572,-0.77,-0.106343394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",6.40403653164867e-05
"6013",5,"abs_max_d2",-0.7036,25,1,0.00579990421376843,"none",-0.692232396627232,-0.714967603372768,-0.65,-0.752,-0.0615433945667141,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.908043543717767
"6014",5,"abs_max_d2",-0.7036,25,NA,0.00579990421376843,"jack_quant",-0.692232396627232,-0.714967603372768,-0.65,-0.752,-0.0615433945667141,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.908043543717767
"6015",5,"abs_max_d2",-0.7036,25,1,0.00579990421376843,"sim_int",-0.692232396627232,-0.714967603372768,-0.65,-0.752,-0.0615433945667141,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.908043543717767
"6016",6,"abs_max_d2",-0.51,25,1,0.0683511155724616,"none",-0.37603427517484,-0.643965724825159,0.201999999999998,-0.718,0.132056605433286,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",9.21119999048869e-05
"6017",6,"abs_max_d2",-0.51,25,NA,0.0683511155724616,"jack_quant",-0.37603427517484,-0.643965724825159,0.201999999999998,-0.718,0.132056605433286,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",9.21119999048869e-05
"6018",6,"abs_max_d2",-0.51,25,1,0.0683511155724616,"sim_int",-0.37603427517484,-0.643965724825159,0.201999999999998,-0.718,0.132056605433286,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",9.21119999048869e-05
"6019",7,"abs_max_d2",-0.5036,25,1,0.00485483722120983,"none",-0.494084693895624,-0.513115306104376,-0.442,-0.534,0.138456605433286,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",0.783777865326115
"6020",7,"abs_max_d2",-0.5036,25,NA,0.00485483722120983,"jack_quant",-0.494084693895624,-0.513115306104376,-0.442,-0.534,0.138456605433286,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",0.783777865326115
"6021",7,"abs_max_d2",-0.5036,25,1,0.00485483722120983,"sim_int",-0.494084693895624,-0.513115306104376,-0.442,-0.534,0.138456605433286,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",0.783777865326115
"6022",8,"abs_max_d2",-0.2608,25,1,0.0231534734615205,"none",-0.215420025898416,-0.306179974101584,-0.208,-0.482,0.381256605433286,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",3.08211452448859e-06
"6023",8,"abs_max_d2",-0.2608,25,NA,0.0231534734615205,"jack_quant",-0.215420025898416,-0.306179974101584,-0.208,-0.482,0.381256605433286,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",3.08211452448859e-06
"6024",8,"abs_max_d2",-0.2608,25,1,0.0231534734615205,"sim_int",-0.215420025898416,-0.306179974101584,-0.208,-0.482,0.381256605433286,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",3.08211452448859e-06
"6025",9,"abs_max_d2",-0.9296,25,1,0.0217105325181632,"none",-0.887048138179214,-0.972151861820786,-0.718000000000001,-0.992,-0.287543394566714,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",1.91589421660865e-07
"6026",9,"abs_max_d2",-0.9296,25,NA,0.0217105325181632,"jack_quant",-0.887048138179214,-0.972151861820786,-0.718000000000001,-0.992,-0.287543394566714,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",1.91589421660865e-07
"6027",9,"abs_max_d2",-0.9296,25,1,0.0217105325181632,"sim_int",-0.887048138179214,-0.972151861820786,-0.718000000000001,-0.992,-0.287543394566714,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",1.91589421660865e-07
"6028",10,"abs_max_d2",-0.8604,25,1,0.0320994548240309,"none",-0.797486224621529,-0.923313775378471,-0.554000000000001,-0.92,-0.218343394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",6.95328201274492e-05
"6029",10,"abs_max_d2",-0.8604,25,NA,0.0320994548240309,"jack_quant",-0.797486224621529,-0.923313775378471,-0.554000000000001,-0.92,-0.218343394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",6.95328201274492e-05
"6030",10,"abs_max_d2",-0.8604,25,1,0.0320994548240309,"sim_int",-0.797486224621529,-0.923313775378471,-0.554000000000001,-0.92,-0.218343394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",6.95328201274492e-05
"6031",11,"abs_max_d2",-0.6652,25,1,0.00615539510420646,"none",-0.653135647285141,-0.677264352714859,-0.602,-0.714,-0.0231433945667142,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",3.77112321557433
"6032",11,"abs_max_d2",-0.6652,25,NA,0.00615539510420646,"jack_quant",-0.653135647285141,-0.677264352714859,-0.602,-0.714,-0.0231433945667142,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",3.77112321557433
"6033",11,"abs_max_d2",-0.6652,25,1,0.00615539510420646,"sim_int",-0.653135647285141,-0.677264352714859,-0.602,-0.714,-0.0231433945667142,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",3.77112321557433
"6034",12,"abs_max_d2",-0.4936,25,1,0.00269258240356725,"none",-0.488322635463602,-0.498877364536398,-0.476,-0.524,0.148456605433286,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",1.21744674734722
"6035",12,"abs_max_d2",-0.4936,25,NA,0.00269258240356725,"jack_quant",-0.488322635463602,-0.498877364536398,-0.476,-0.524,0.148456605433286,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",1.21744674734722
"6036",12,"abs_max_d2",-0.4936,25,1,0.00269258240356725,"sim_int",-0.488322635463602,-0.498877364536398,-0.476,-0.524,0.148456605433286,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",1.21744674734722
"6037",13,"abs_max_d2",-0.722,25,1,0.0781958012513033,"none",-0.568739045805193,-0.875260954194807,0.0979999999999976,-0.824,-0.0799433945667142,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.442563973642066
"6038",13,"abs_max_d2",-0.722,25,NA,0.0781958012513033,"jack_quant",-0.568739045805193,-0.875260954194807,0.0979999999999976,-0.824,-0.0799433945667142,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.442563973642066
"6039",13,"abs_max_d2",-0.722,25,1,0.0781958012513033,"sim_int",-0.568739045805193,-0.875260954194807,0.0979999999999976,-0.824,-0.0799433945667142,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.442563973642066
"6040",14,"abs_max_d2",-0.7652,25,1,0.0113210717984945,"none",-0.743011107008559,-0.787388892991441,-0.624,-0.814,-0.123143394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.65129095755092
"6041",14,"abs_max_d2",-0.7652,25,NA,0.0113210717984945,"jack_quant",-0.743011107008559,-0.787388892991441,-0.624,-0.814,-0.123143394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.65129095755092
"6042",14,"abs_max_d2",-0.7652,25,1,0.0113210717984945,"sim_int",-0.743011107008559,-0.787388892991441,-0.624,-0.814,-0.123143394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.65129095755092
"6043",15,"abs_max_d2",-0.6916,25,1,0.0205791156272567,"none",-0.651265674536891,-0.731934325463108,-0.368,-0.75,-0.0495433945667141,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",5.5118683121691e-05
"6044",15,"abs_max_d2",-0.6916,25,NA,0.0205791156272567,"jack_quant",-0.651265674536891,-0.731934325463108,-0.368,-0.75,-0.0495433945667141,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",5.5118683121691e-05
"6045",15,"abs_max_d2",-0.6916,25,1,0.0205791156272567,"sim_int",-0.651265674536891,-0.731934325463108,-0.368,-0.75,-0.0495433945667141,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",5.5118683121691e-05
"6046",16,"abs_max_d2",-0.8,25,1,0.0115770366578748,"none",-0.777309425102865,-0.822690574897135,-0.656,-0.874,-0.157943394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.234928093008683
"6047",16,"abs_max_d2",-0.8,25,NA,0.0115770366578748,"jack_quant",-0.777309425102865,-0.822690574897135,-0.656,-0.874,-0.157943394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.234928093008683
"6048",16,"abs_max_d2",-0.8,25,1,0.0115770366578748,"sim_int",-0.777309425102865,-0.822690574897135,-0.656,-0.874,-0.157943394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.234928093008683
"6049",17,"abs_max_d2",-0.5776,25,1,0.00438114647603164,"none",-0.569013110695983,-0.586186889304017,-0.532,-0.604,0.0644566054332858,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.000241848058976757
"6050",17,"abs_max_d2",-0.5776,25,NA,0.00438114647603164,"jack_quant",-0.569013110695983,-0.586186889304017,-0.532,-0.604,0.0644566054332858,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.000241848058976757
"6051",17,"abs_max_d2",-0.5776,25,1,0.00438114647603164,"sim_int",-0.569013110695983,-0.586186889304017,-0.532,-0.604,0.0644566054332858,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.000241848058976757
"6052",18,"abs_max_d2",-0.8896,25,1,0.0224573670169353,"none",-0.845584369459209,-0.933615630540791,-0.646000000000001,-0.934,-0.247543394566714,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",0.18436534018268
"6053",18,"abs_max_d2",-0.8896,25,NA,0.0224573670169353,"jack_quant",-0.845584369459209,-0.933615630540791,-0.646000000000001,-0.934,-0.247543394566714,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",0.18436534018268
"6054",18,"abs_max_d2",-0.8896,25,1,0.0224573670169353,"sim_int",-0.845584369459209,-0.933615630540791,-0.646000000000001,-0.934,-0.247543394566714,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",0.18436534018268
"6055",19,"abs_max_d2",-0.6888,25,1,0.00715211701370844,"none",-0.674782108239915,-0.702817891760085,-0.618,-0.742,-0.0467433945667142,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",5.20482601302774e-05
"6056",19,"abs_max_d2",-0.6888,25,NA,0.00715211701370844,"jack_quant",-0.674782108239915,-0.702817891760085,-0.618,-0.742,-0.0467433945667142,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",5.20482601302774e-05
"6057",19,"abs_max_d2",-0.6888,25,1,0.00715211701370844,"sim_int",-0.674782108239915,-0.702817891760085,-0.618,-0.742,-0.0467433945667142,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",5.20482601302774e-05
"6058",20,"abs_max_d2",-0.6276,25,1,0.0128327921963833,"none",-0.602448189474002,-0.652751810525998,-0.506,-0.714,0.0144566054332859,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",3.41052398766806e-06
"6059",20,"abs_max_d2",-0.6276,25,NA,0.0128327921963833,"jack_quant",-0.602448189474002,-0.652751810525998,-0.506,-0.714,0.0144566054332859,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",3.41052398766806e-06
"6060",20,"abs_max_d2",-0.6276,25,1,0.0128327921963833,"sim_int",-0.602448189474002,-0.652751810525998,-0.506,-0.714,0.0144566054332859,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",3.41052398766806e-06
"6061",21,"abs_max_d2",-0.3936,25,1,0.0110692266115469,"none",-0.371904714504656,-0.415295285495344,-0.29,-0.492,0.248456605433286,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",1.23429728652381
"6062",21,"abs_max_d2",-0.3936,25,NA,0.0110692266115469,"jack_quant",-0.371904714504656,-0.415295285495344,-0.29,-0.492,0.248456605433286,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",1.23429728652381
"6063",21,"abs_max_d2",-0.3936,25,1,0.0110692266115469,"sim_int",-0.371904714504656,-0.415295285495344,-0.29,-0.492,0.248456605433286,0.0275,25,0.25,0.5,"gam_DCl","hockeystick","gam_DC",1.23429728652381
"6064",22,"abs_max_d2",-0.744,25,1,0.0223373752561337,"none",-0.700219548988822,-0.787780451011178,-0.392,-0.8,-0.101943394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.000250296784216175
"6065",22,"abs_max_d2",-0.744,25,NA,0.0223373752561337,"jack_quant",-0.700219548988822,-0.787780451011178,-0.392,-0.8,-0.101943394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.000250296784216175
"6066",22,"abs_max_d2",-0.744,25,1,0.0223373752561337,"sim_int",-0.700219548988822,-0.787780451011178,-0.392,-0.8,-0.101943394566714,0.0275,25,0.25,0.5,"gam_DC","hockeystick","gam_DCl",0.000250296784216175
