"","sim","thresh_method","thresh_mean","thresh_n","thresh_n_full","thresh_se","sig_type","ci_n_up","ci_n_low","ci_em_up","ci_em_low","thresh_diff","obs_error","ts_length","thresh_quant","cov_sd","next_mod","shape","best_mod","aic_diff"
"1",1,"abs_max_d2",-0.5848,25,1,0.0214987079715141,"none",-0.542663306661688,-0.626936693338312,-0.376000000000001,-0.654,0.0572566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.270668507108681
"2",1,"abs_max_d2",-0.5848,25,NA,0.0214987079715141,"jack_quant",-0.542663306661688,-0.626936693338312,-0.376000000000001,-0.654,0.0572566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.270668507108681
"3",1,"abs_max_d2",-0.5848,25,1,0.0214987079715141,"sim_int",-0.542663306661688,-0.626936693338312,-0.376000000000001,-0.654,0.0572566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.270668507108681
"4",2,"abs_max_d2",-0.378,25,1,0.00517069735249619,"none",-0.367865619414151,-0.388134380585849,-0.318,-0.404,0.264056605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000231057831200587
"5",2,"abs_max_d2",-0.378,25,NA,0.00517069735249619,"jack_quant",-0.367865619414151,-0.388134380585849,-0.318,-0.404,0.264056605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000231057831200587
"6",2,"abs_max_d2",-0.378,25,1,0.00517069735249619,"sim_int",-0.367865619414151,-0.388134380585849,-0.318,-0.404,0.264056605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000231057831200587
"7",3,"abs_max_d2",-1.0628,25,1,0.027300539270213,"none",-1.00929192627186,-1.11630807372814,-0.778000000000001,-1.172,-0.420743394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",2.60214036984507e-07
"8",3,"abs_max_d2",-1.0628,25,NA,0.027300539270213,"jack_quant",-1.00929192627186,-1.11630807372814,-0.778000000000001,-1.172,-0.420743394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",2.60214036984507e-07
"9",3,"abs_max_d2",-1.0628,25,1,0.027300539270213,"sim_int",-1.00929192627186,-1.11630807372814,-0.778000000000001,-1.172,-0.420743394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",2.60214036984507e-07
"10",4,"abs_max_d2",-0.706,25,1,0.0208499933386613,"none",-0.665134763978324,-0.746865236021676,-0.378,-0.75,-0.0639433945667141,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",4.04024787101775e-05
"11",4,"abs_max_d2",-0.706,25,NA,0.0208499933386613,"jack_quant",-0.665134763978324,-0.746865236021676,-0.378,-0.75,-0.0639433945667141,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",4.04024787101775e-05
"12",4,"abs_max_d2",-0.706,25,1,0.0208499933386613,"sim_int",-0.665134763978324,-0.746865236021676,-0.378,-0.75,-0.0639433945667141,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",4.04024787101775e-05
"13",5,"abs_max_d2",-0.6568,25,1,0.00535931173027117,"none",-0.646295942026745,-0.667304057973254,-0.616,-0.712,-0.0147433945667141,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00189661515230455
"14",5,"abs_max_d2",-0.6568,25,NA,0.00535931173027117,"jack_quant",-0.646295942026745,-0.667304057973254,-0.616,-0.712,-0.0147433945667141,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00189661515230455
"15",5,"abs_max_d2",-0.6568,25,1,0.00535931173027117,"sim_int",-0.646295942026745,-0.667304057973254,-0.616,-0.712,-0.0147433945667141,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00189661515230455
"16",6,"abs_max_d2",-0.5124,25,1,0.0688781129564715,"none",-0.377401379282234,-0.647398620717766,0.219999999999998,-0.742,0.129656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000217186160568872
"17",6,"abs_max_d2",-0.5124,25,NA,0.0688781129564715,"jack_quant",-0.377401379282234,-0.647398620717766,0.219999999999998,-0.742,0.129656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000217186160568872
"18",6,"abs_max_d2",-0.5124,25,1,0.0688781129564715,"sim_int",-0.377401379282234,-0.647398620717766,0.219999999999998,-0.742,0.129656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000217186160568872
"19",7,"abs_max_d2",-0.5664,25,1,0.00726196330967812,"none",-0.55216681345598,-0.58063318654402,-0.476,-0.616,0.0756566054332859,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.224503302766848
"20",7,"abs_max_d2",-0.5664,25,NA,0.00726196330967812,"jack_quant",-0.55216681345598,-0.58063318654402,-0.476,-0.616,0.0756566054332859,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.224503302766848
"21",7,"abs_max_d2",-0.5664,25,1,0.00726196330967812,"sim_int",-0.55216681345598,-0.58063318654402,-0.476,-0.616,0.0756566054332859,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.224503302766848
"22",8,"abs_max_d2",-0.2332,25,1,0.0247046441877726,"none",-0.184779787141089,-0.281620212858911,-0.182,-0.468,0.408856605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",5.28986126369091e-06
"23",8,"abs_max_d2",-0.2332,25,NA,0.0247046441877726,"jack_quant",-0.184779787141089,-0.281620212858911,-0.182,-0.468,0.408856605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",5.28986126369091e-06
"24",8,"abs_max_d2",-0.2332,25,1,0.0247046441877726,"sim_int",-0.184779787141089,-0.281620212858911,-0.182,-0.468,0.408856605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",5.28986126369091e-06
"25",9,"abs_max_d2",-0.8952,25,1,0.0254618450933069,"none",-0.845295700637181,-0.945104299362819,-0.556000000000001,-0.986,-0.253143394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",7.14957749892164e-07
"26",9,"abs_max_d2",-0.8952,25,NA,0.0254618450933069,"jack_quant",-0.845295700637181,-0.945104299362819,-0.556000000000001,-0.986,-0.253143394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",7.14957749892164e-07
"27",9,"abs_max_d2",-0.8952,25,1,0.0254618450933069,"sim_int",-0.845295700637181,-0.945104299362819,-0.556000000000001,-0.986,-0.253143394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",7.14957749892164e-07
"28",10,"abs_max_d2",-0.8704,25,1,0.0350519455792241,"none",-0.801699449076663,-0.939100550923337,-0.542000000000001,-0.93,-0.228343394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000552256728354905
"29",10,"abs_max_d2",-0.8704,25,NA,0.0350519455792241,"jack_quant",-0.801699449076663,-0.939100550923337,-0.542000000000001,-0.93,-0.228343394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000552256728354905
"30",10,"abs_max_d2",-0.8704,25,1,0.0350519455792241,"sim_int",-0.801699449076663,-0.939100550923337,-0.542000000000001,-0.93,-0.228343394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000552256728354905
"31",11,"abs_max_d2",-0.5808,25,1,0.00603577298741061,"none",-0.568970102325815,-0.592629897674185,-0.522,-0.634,0.0612566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",9.12868096255818
"32",11,"abs_max_d2",-0.5808,25,NA,0.00603577298741061,"jack_quant",-0.568970102325815,-0.592629897674185,-0.522,-0.634,0.0612566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",9.12868096255818
"33",11,"abs_max_d2",-0.5808,25,1,0.00603577298741061,"sim_int",-0.568970102325815,-0.592629897674185,-0.522,-0.634,0.0612566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",9.12868096255818
"34",12,"abs_max_d2",-0.4616,25,1,0.00173605555466664,"none",-0.458197393637693,-0.465002606362307,-0.45,-0.48,0.180456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.783865565978431
"35",12,"abs_max_d2",-0.4616,25,NA,0.00173605555466664,"jack_quant",-0.458197393637693,-0.465002606362307,-0.45,-0.48,0.180456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.783865565978431
"36",12,"abs_max_d2",-0.4616,25,1,0.00173605555466664,"sim_int",-0.458197393637693,-0.465002606362307,-0.45,-0.48,0.180456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.783865565978431
"37",13,"abs_max_d2",-0.8264,25,1,0.00506485713300758,"none",-0.816473062432464,-0.836326937567536,-0.766,-0.85,-0.184343394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.364705433300401
"38",13,"abs_max_d2",-0.8264,25,NA,0.00506485713300758,"jack_quant",-0.816473062432464,-0.836326937567536,-0.766,-0.85,-0.184343394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.364705433300401
"39",13,"abs_max_d2",-0.8264,25,1,0.00506485713300758,"sim_int",-0.816473062432464,-0.836326937567536,-0.766,-0.85,-0.184343394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.364705433300401
"40",14,"abs_max_d2",-0.6324,25,1,0.0743239904442405,"none",-0.486727655541989,-0.77807234445801,0.115999999999997,-0.774,0.00965660543328584,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000376003965243399
"41",14,"abs_max_d2",-0.6324,25,NA,0.0743239904442405,"jack_quant",-0.486727655541989,-0.77807234445801,0.115999999999997,-0.774,0.00965660543328584,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000376003965243399
"42",14,"abs_max_d2",-0.6324,25,1,0.0743239904442405,"sim_int",-0.486727655541989,-0.77807234445801,0.115999999999997,-0.774,0.00965660543328584,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000376003965243399
"43",15,"abs_max_d2",-0.7208,25,1,0.0173897319639429,"none",-0.686716751649867,-0.754883248350133,-0.54,-0.814,-0.0787433945667142,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000395013239241848
"44",15,"abs_max_d2",-0.7208,25,NA,0.0173897319639429,"jack_quant",-0.686716751649867,-0.754883248350133,-0.54,-0.814,-0.0787433945667142,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000395013239241848
"45",15,"abs_max_d2",-0.7208,25,1,0.0173897319639429,"sim_int",-0.686716751649867,-0.754883248350133,-0.54,-0.814,-0.0787433945667142,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000395013239241848
"46",16,"abs_max_d2",-0.734,25,1,0.012104865871945,"none",-0.7102748988533,-0.7577251011467,-0.602,-0.824,-0.0919433945667141,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.68583521782412
"47",16,"abs_max_d2",-0.734,25,NA,0.012104865871945,"jack_quant",-0.7102748988533,-0.7577251011467,-0.602,-0.824,-0.0919433945667141,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.68583521782412
"48",16,"abs_max_d2",-0.734,25,1,0.012104865871945,"sim_int",-0.7102748988533,-0.7577251011467,-0.602,-0.824,-0.0919433945667141,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.68583521782412
"49",17,"abs_max_d2",-0.5692,25,1,0.00543011151921498,"none",-0.558557176990302,-0.579842823009697,-0.514,-0.602,0.0728566054332859,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.076142087918015
"50",17,"abs_max_d2",-0.5692,25,NA,0.00543011151921498,"jack_quant",-0.558557176990302,-0.579842823009697,-0.514,-0.602,0.0728566054332859,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.076142087918015
"51",17,"abs_max_d2",-0.5692,25,1,0.00543011151921498,"sim_int",-0.558557176990302,-0.579842823009697,-0.514,-0.602,0.0728566054332859,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.076142087918015
"52",18,"abs_max_d2",-1.0592,25,1,0.0354285274257279,"none",-0.989761362220284,-1.12863863777972,-0.706000000000001,-1.2,-0.417143394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",4.09078920142747e-05
"53",18,"abs_max_d2",-1.0592,25,NA,0.0354285274257279,"jack_quant",-0.989761362220284,-1.12863863777972,-0.706000000000001,-1.2,-0.417143394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",4.09078920142747e-05
"54",18,"abs_max_d2",-1.0592,25,1,0.0354285274257279,"sim_int",-0.989761362220284,-1.12863863777972,-0.706000000000001,-1.2,-0.417143394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",4.09078920142747e-05
"55",19,"abs_max_d2",-0.6756,25,1,0.00852040035574751,"none",-0.658900322168873,-0.692299677831127,-0.584,-0.738,-0.0335433945667142,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",2.31820698388674e-05
"56",19,"abs_max_d2",-0.6756,25,NA,0.00852040035574751,"jack_quant",-0.658900322168873,-0.692299677831127,-0.584,-0.738,-0.0335433945667142,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",2.31820698388674e-05
"57",19,"abs_max_d2",-0.6756,25,1,0.00852040035574751,"sim_int",-0.658900322168873,-0.692299677831127,-0.584,-0.738,-0.0335433945667142,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",2.31820698388674e-05
"58",20,"abs_max_d2",-0.41,25,1,0.00993031273984416,"none",-0.390536944674686,-0.429463055325314,-0.31,-0.468,0.232056605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.0565700730676326
"59",20,"abs_max_d2",-0.41,25,NA,0.00993031273984416,"jack_quant",-0.390536944674686,-0.429463055325314,-0.31,-0.468,0.232056605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.0565700730676326
"60",20,"abs_max_d2",-0.41,25,1,0.00993031273984416,"sim_int",-0.390536944674686,-0.429463055325314,-0.31,-0.468,0.232056605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.0565700730676326
"61",21,"abs_max_d2",-0.2928,25,1,0.0142950068982922,"none",-0.264782301320596,-0.320817698679404,-0.14,-0.392,0.349256605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.0731543572013607
"62",21,"abs_max_d2",-0.2928,25,NA,0.0142950068982922,"jack_quant",-0.264782301320596,-0.320817698679404,-0.14,-0.392,0.349256605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.0731543572013607
"63",21,"abs_max_d2",-0.2928,25,1,0.0142950068982922,"sim_int",-0.264782301320596,-0.320817698679404,-0.14,-0.392,0.349256605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.0731543572013607
"64",22,"abs_max_d2",-0.7884,25,1,0.020204509947589,"none",-0.748799888177444,-0.828000111822556,-0.590000000000001,-0.842,-0.146343394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.560292569713994
"65",22,"abs_max_d2",-0.7884,25,NA,0.020204509947589,"jack_quant",-0.748799888177444,-0.828000111822556,-0.590000000000001,-0.842,-0.146343394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.560292569713994
"66",22,"abs_max_d2",-0.7884,25,1,0.020204509947589,"sim_int",-0.748799888177444,-0.828000111822556,-0.590000000000001,-0.842,-0.146343394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.560292569713994
"67",23,"abs_max_d2",-0.158333333333333,24,1,0.0196824186914376,"none",-0.119756501569478,-0.196910165097189,-0.0257499999999999,-0.37,0.483723272099953,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.68654413101876e-07
"68",23,"abs_max_d2",-0.158333333333333,24,NA,0.0196824186914376,"jack_quant",-0.119756501569478,-0.196910165097189,-0.0257499999999999,-0.37,0.483723272099953,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.68654413101876e-07
"69",23,"abs_max_d2",-0.158333333333333,24,1,0.0196824186914376,"sim_int",-0.119756501569478,-0.196910165097189,-0.0257499999999999,-0.37,0.483723272099953,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.68654413101876e-07
"70",24,"abs_max_d2",-0.5696,25,1,0.070623414436479,"none",-0.431180651239255,-0.708019348760745,0.137999999999998,-0.66,0.0724566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",6.57107343341394
"71",24,"abs_max_d2",-0.5696,25,NA,0.070623414436479,"jack_quant",-0.431180651239255,-0.708019348760745,0.137999999999998,-0.66,0.0724566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",6.57107343341394
"72",24,"abs_max_d2",-0.5696,25,1,0.070623414436479,"sim_int",-0.431180651239255,-0.708019348760745,0.137999999999998,-0.66,0.0724566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",6.57107343341394
"73",25,"abs_max_d2",-0.8728,25,1,0.0260109485494944,"none",-0.821819477639267,-0.923780522360733,-0.548000000000001,-0.944,-0.230743394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",7.6672570799019e-06
"74",25,"abs_max_d2",-0.8728,25,NA,0.0260109485494944,"jack_quant",-0.821819477639267,-0.923780522360733,-0.548000000000001,-0.944,-0.230743394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",7.6672570799019e-06
"75",25,"abs_max_d2",-0.8728,25,1,0.0260109485494944,"sim_int",-0.821819477639267,-0.923780522360733,-0.548000000000001,-0.944,-0.230743394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",7.6672570799019e-06
"76",26,"abs_max_d2",-0.3736,25,1,0.0126776268371577,"none",-0.348752307989732,-0.398447692010268,-0.252,-0.432,0.268456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.18997540778673
"77",26,"abs_max_d2",-0.3736,25,NA,0.0126776268371577,"jack_quant",-0.348752307989732,-0.398447692010268,-0.252,-0.432,0.268456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.18997540778673
"78",26,"abs_max_d2",-0.3736,25,1,0.0126776268371577,"sim_int",-0.348752307989732,-0.398447692010268,-0.252,-0.432,0.268456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.18997540778673
"79",27,"abs_max_d2",-0.6732,25,1,0.082208491721422,"none",-0.512074317002654,-0.834325682997346,0.361999999999998,-0.824,-0.0311433945667142,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.169839658824742
"80",27,"abs_max_d2",-0.6732,25,NA,0.082208491721422,"jack_quant",-0.512074317002654,-0.834325682997346,0.361999999999998,-0.824,-0.0311433945667142,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.169839658824742
"81",27,"abs_max_d2",-0.6732,25,1,0.082208491721422,"sim_int",-0.512074317002654,-0.834325682997346,0.361999999999998,-0.824,-0.0311433945667142,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.169839658824742
"82",28,"abs_max_d2",-0.634,25,1,0.00235702260395516,"none",-0.629380320585501,-0.638619679414499,-0.612,-0.652,0.00805660543328579,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000194918016042323
"83",28,"abs_max_d2",-0.634,25,NA,0.00235702260395516,"jack_quant",-0.629380320585501,-0.638619679414499,-0.612,-0.652,0.00805660543328579,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000194918016042323
"84",28,"abs_max_d2",-0.634,25,1,0.00235702260395516,"sim_int",-0.629380320585501,-0.638619679414499,-0.612,-0.652,0.00805660543328579,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000194918016042323
"85",29,"abs_max_d2",-0.5932,25,1,0.00785546518885631,"none",-0.577803571148033,-0.608596428851966,-0.514,-0.64,0.0488566054332858,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000185203135089296
"86",29,"abs_max_d2",-0.5932,25,NA,0.00785546518885631,"jack_quant",-0.577803571148033,-0.608596428851966,-0.514,-0.64,0.0488566054332858,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000185203135089296
"87",29,"abs_max_d2",-0.5932,25,1,0.00785546518885631,"sim_int",-0.577803571148033,-0.608596428851966,-0.514,-0.64,0.0488566054332858,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000185203135089296
"88",30,"abs_max_d2",-0.6724,25,1,0.00426060767705473,"none",-0.664049362400718,-0.680750637599282,-0.612,-0.7,-0.0303433945667143,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000277886132749927
"89",30,"abs_max_d2",-0.6724,25,NA,0.00426060767705473,"jack_quant",-0.664049362400718,-0.680750637599282,-0.612,-0.7,-0.0303433945667143,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000277886132749927
"90",30,"abs_max_d2",-0.6724,25,1,0.00426060767705473,"sim_int",-0.664049362400718,-0.680750637599282,-0.612,-0.7,-0.0303433945667143,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000277886132749927
"91",31,"abs_max_d2",-0.6768,25,1,0.0102184473706462,"none",-0.656772211175615,-0.696827788824385,-0.562,-0.73,-0.0347433945667142,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.03787653387144e-05
"92",31,"abs_max_d2",-0.6768,25,NA,0.0102184473706462,"jack_quant",-0.656772211175615,-0.696827788824385,-0.562,-0.73,-0.0347433945667142,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.03787653387144e-05
"93",31,"abs_max_d2",-0.6768,25,1,0.0102184473706462,"sim_int",-0.656772211175615,-0.696827788824385,-0.562,-0.73,-0.0347433945667142,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.03787653387144e-05
"94",32,"abs_max_d2",-0.4364,25,1,0.0067925612907716,"none",-0.423086824507307,-0.449713175492693,-0.366,-0.47,0.205656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00027484283305057
"95",32,"abs_max_d2",-0.4364,25,NA,0.0067925612907716,"jack_quant",-0.423086824507307,-0.449713175492693,-0.366,-0.47,0.205656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00027484283305057
"96",32,"abs_max_d2",-0.4364,25,1,0.0067925612907716,"sim_int",-0.423086824507307,-0.449713175492693,-0.366,-0.47,0.205656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00027484283305057
"97",33,"abs_max_d2",-0.4756,25,1,0.00421142625616442,"none",-0.467345756214371,-0.483854243785628,-0.42,-0.504,0.166456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",8.38653965757885e-05
"98",33,"abs_max_d2",-0.4756,25,NA,0.00421142625616442,"jack_quant",-0.467345756214371,-0.483854243785628,-0.42,-0.504,0.166456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",8.38653965757885e-05
"99",33,"abs_max_d2",-0.4756,25,1,0.00421142625616442,"sim_int",-0.467345756214371,-0.483854243785628,-0.42,-0.504,0.166456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",8.38653965757885e-05
"100",34,"abs_max_d2",-0.8316,25,1,0.0280047119051221,"none",-0.776711773268541,-0.886488226731459,-0.564000000000001,-0.9,-0.189543394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.7918201265843e-05
"101",34,"abs_max_d2",-0.8316,25,NA,0.0280047119051221,"jack_quant",-0.776711773268541,-0.886488226731459,-0.564000000000001,-0.9,-0.189543394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.7918201265843e-05
"102",34,"abs_max_d2",-0.8316,25,1,0.0280047119051221,"sim_int",-0.776711773268541,-0.886488226731459,-0.564000000000001,-0.9,-0.189543394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.7918201265843e-05
"103",35,"abs_max_d2",-0.3644,25,1,0.00724281252921359,"none",-0.350204348295966,-0.378595651704034,-0.298,-0.428,0.277656605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",9.14167939357478
"104",35,"abs_max_d2",-0.3644,25,NA,0.00724281252921359,"jack_quant",-0.350204348295966,-0.378595651704034,-0.298,-0.428,0.277656605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",9.14167939357478
"105",35,"abs_max_d2",-0.3644,25,1,0.00724281252921359,"sim_int",-0.350204348295966,-0.378595651704034,-0.298,-0.428,0.277656605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",9.14167939357478
"106",36,"abs_max_d2",-0.8692,25,1,0.0342576025625456,"none",-0.802056332780723,-0.936343667219277,-0.538000000000001,-0.938,-0.227143394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",4.61308677444094e-05
"107",36,"abs_max_d2",-0.8692,25,NA,0.0342576025625456,"jack_quant",-0.802056332780723,-0.936343667219277,-0.538000000000001,-0.938,-0.227143394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",4.61308677444094e-05
"108",36,"abs_max_d2",-0.8692,25,1,0.0342576025625456,"sim_int",-0.802056332780723,-0.936343667219277,-0.538000000000001,-0.938,-0.227143394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",4.61308677444094e-05
"109",37,"abs_max_d2",-0.2716,25,1,0.00691415617089717,"none",-0.258048502921556,-0.285151497078444,-0.204,-0.32,0.370456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.46595164510046
"110",37,"abs_max_d2",-0.2716,25,NA,0.00691415617089717,"jack_quant",-0.258048502921556,-0.285151497078444,-0.204,-0.32,0.370456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.46595164510046
"111",37,"abs_max_d2",-0.2716,25,1,0.00691415617089717,"sim_int",-0.258048502921556,-0.285151497078444,-0.204,-0.32,0.370456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.46595164510046
"112",38,"abs_max_d2",-0.8176,25,1,0.0271331592951011,"none",-0.764419984994814,-0.870780015005186,-0.548,-0.986,-0.175543394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",2.60873826647412e-05
"113",38,"abs_max_d2",-0.8176,25,NA,0.0271331592951011,"jack_quant",-0.764419984994814,-0.870780015005186,-0.548,-0.986,-0.175543394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",2.60873826647412e-05
"114",38,"abs_max_d2",-0.8176,25,1,0.0271331592951011,"sim_int",-0.764419984994814,-0.870780015005186,-0.548,-0.986,-0.175543394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",2.60873826647412e-05
"115",39,"abs_max_d2",-0.4548,25,1,0.00221422170926439,"none",-0.450460205196055,-0.459139794803945,-0.43,-0.47,0.187256605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",4.7944065379113e-05
"116",39,"abs_max_d2",-0.4548,25,NA,0.00221422170926439,"jack_quant",-0.450460205196055,-0.459139794803945,-0.43,-0.47,0.187256605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",4.7944065379113e-05
"117",39,"abs_max_d2",-0.4548,25,1,0.00221422170926439,"sim_int",-0.450460205196055,-0.459139794803945,-0.43,-0.47,0.187256605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",4.7944065379113e-05
"118",40,"abs_max_d2",-0.2912,25,1,0.0234470443529433,"none",-0.245244637524318,-0.337155362475682,-0.13,-0.478,0.350856605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00100973815884231
"119",40,"abs_max_d2",-0.2912,25,NA,0.0234470443529433,"jack_quant",-0.245244637524318,-0.337155362475682,-0.13,-0.478,0.350856605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00100973815884231
