"","sim","thresh_method","thresh_mean","thresh_n","thresh_n_full","thresh_se","sig_type","ci_n_up","ci_n_low","ci_em_up","ci_em_low","thresh_diff","obs_error","ts_length","thresh_quant","cov_sd","shape","best_mod","next_mod","aic_diff"
"1768",90,"min_d2",-0.9372,25,1,0.0261971690582526,"none",-0.885854492148918,-0.988545507851082,-0.622000000000001,-1.018,-0.295143394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",75.5232580008985
"1769",90,"min_d2",-0.9372,25,NA,0.0261971690582526,"jack_quant",-0.885854492148918,-0.988545507851082,-0.622000000000001,-1.018,-0.295143394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",75.5232580008985
"1770",90,"min_d2",-0.9372,25,1,0.0261971690582526,"sim_int",-0.885854492148918,-0.988545507851082,-0.622000000000001,-1.018,-0.295143394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",75.5232580008985
"1771",91,"min_d2",-0.5196,25,1,0.0226881026090769,"none",-0.47513213600866,-0.56406786399134,-0.418,-0.738,0.122456605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",69.4045483876558
"1772",91,"min_d2",-0.5196,25,NA,0.0226881026090769,"jack_quant",-0.47513213600866,-0.56406786399134,-0.418,-0.738,0.122456605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",69.4045483876558
"1773",91,"min_d2",-0.5196,25,1,0.0226881026090769,"sim_int",-0.47513213600866,-0.56406786399134,-0.418,-0.738,0.122456605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",69.4045483876558
"1774",92,"min_d2",-0.627272727272727,22,1,0.019333354658466,"none",-0.589380048441794,-0.66516540610366,-0.437,-0.72,0.0147838781605586,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",43.1802333240264
"1775",92,"min_d2",-0.627272727272727,22,NA,0.019333354658466,"jack_quant",-0.589380048441794,-0.66516540610366,-0.437,-0.72,0.0147838781605586,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",43.1802333240264
"1776",92,"min_d2",-0.627272727272727,22,1,0.019333354658466,"sim_int",-0.589380048441794,-0.66516540610366,-0.437,-0.72,0.0147838781605586,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",43.1802333240264
"1777",93,"min_d2",-0.5496,25,1,0.00673094016876955,"none",-0.536407599687118,-0.562792400312882,-0.49,-0.596,0.0924566054332859,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",48.7904948638368
"1778",93,"min_d2",-0.5496,25,NA,0.00673094016876955,"jack_quant",-0.536407599687118,-0.562792400312882,-0.49,-0.596,0.0924566054332859,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",48.7904948638368
"1779",93,"min_d2",-0.5496,25,1,0.00673094016876955,"sim_int",-0.536407599687118,-0.562792400312882,-0.49,-0.596,0.0924566054332859,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",48.7904948638368
"1780",94,"min_d2",-0.6176,25,1,0.00329561998888087,"none",-0.611140703515063,-0.624059296484937,-0.586,-0.65,0.0244566054332858,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",61.3308694095915
"1781",94,"min_d2",-0.6176,25,NA,0.00329561998888087,"jack_quant",-0.611140703515063,-0.624059296484937,-0.586,-0.65,0.0244566054332858,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",61.3308694095915
"1782",94,"min_d2",-0.6176,25,1,0.00329561998888087,"sim_int",-0.611140703515063,-0.624059296484937,-0.586,-0.65,0.0244566054332858,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",61.3308694095915
"1783",95,"min_d2",-0.8376,25,1,0.0110126190244545,"none",-0.816015663336608,-0.859184336663392,-0.714,-0.91,-0.195543394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",54.9695072756001
"1784",95,"min_d2",-0.8376,25,NA,0.0110126190244545,"jack_quant",-0.816015663336608,-0.859184336663392,-0.714,-0.91,-0.195543394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",54.9695072756001
"1785",95,"min_d2",-0.8376,25,1,0.0110126190244545,"sim_int",-0.816015663336608,-0.859184336663392,-0.714,-0.91,-0.195543394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",54.9695072756001
"1786",96,"min_d2",-0.6852,25,1,0.0102929317710963,"none",-0.665026224433323,-0.705373775566677,-0.566,-0.738,-0.0431433945667141,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",18.298806387037
"1787",96,"min_d2",-0.6852,25,NA,0.0102929317710963,"jack_quant",-0.665026224433323,-0.705373775566677,-0.566,-0.738,-0.0431433945667141,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",18.298806387037
"1788",96,"min_d2",-0.6852,25,1,0.0102929317710963,"sim_int",-0.665026224433323,-0.705373775566677,-0.566,-0.738,-0.0431433945667141,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",18.298806387037
"1789",97,"min_d2",-0.9796,25,1,0.034046944715267,"none",-0.91286921457445,-1.04633078542555,-0.646000000000001,-1.164,-0.337543394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",84.5159421258943
"1790",97,"min_d2",-0.9796,25,NA,0.034046944715267,"jack_quant",-0.91286921457445,-1.04633078542555,-0.646000000000001,-1.164,-0.337543394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",84.5159421258943
"1791",97,"min_d2",-0.9796,25,1,0.034046944715267,"sim_int",-0.91286921457445,-1.04633078542555,-0.646000000000001,-1.164,-0.337543394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",84.5159421258943
"1792",98,"min_d2",-0.4604,25,1,0.0160238537464896,"none",-0.428993823763343,-0.491806176236657,-0.306,-0.502,0.181656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",52.0004289554514
"1793",98,"min_d2",-0.4604,25,NA,0.0160238537464896,"jack_quant",-0.428993823763343,-0.491806176236657,-0.306,-0.502,0.181656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",52.0004289554514
"1794",98,"min_d2",-0.4604,25,1,0.0160238537464896,"sim_int",-0.428993823763343,-0.491806176236657,-0.306,-0.502,0.181656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",52.0004289554514
"1795",99,"min_d2",-0.6744,25,1,0.0103427376560668,"none",-0.654128606692563,-0.694671393307437,-0.548,-0.74,-0.0323433945667142,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",62.3119175041784
"1796",99,"min_d2",-0.6744,25,NA,0.0103427376560668,"jack_quant",-0.654128606692563,-0.694671393307437,-0.548,-0.74,-0.0323433945667142,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",62.3119175041784
"1797",99,"min_d2",-0.6744,25,1,0.0103427376560668,"sim_int",-0.654128606692563,-0.694671393307437,-0.548,-0.74,-0.0323433945667142,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",62.3119175041784
"1798",100,"min_d2",-0.4604,25,1,0.00458257569495583,"none",-0.451418316681458,-0.469381683318542,-0.416,-0.49,0.181656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.5379771043143
"1799",100,"min_d2",-0.4604,25,NA,0.00458257569495583,"jack_quant",-0.451418316681458,-0.469381683318542,-0.416,-0.49,0.181656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.5379771043143
"1800",100,"min_d2",-0.4604,25,1,0.00458257569495583,"sim_int",-0.451418316681458,-0.469381683318542,-0.416,-0.49,0.181656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.5379771043143
"1801",1,"zero_d2",-2.2342,25,1,0.0314351183657174,"none",-2.17258830015344,-2.29581169984656,-1.957,-2.265,-1.59214339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",14.2767903979024
"1802",1,"zero_d2",-2.0642,25,NA,0.204940641812859,"jack_quant",-1.66252372307827,-2.46587627692173,-0.257000000000007,-2.265,-1.42214339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",14.2767903979024
"1803",1,"zero_d2",-1.4006,25,1,0.396358458693362,"sim_int",-0.623751695993203,-2.1774483040068,2.945,-2.265,-0.758543394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",14.2767903979024
"1804",2,"zero_d2",0.5566,25,1,0.00778798932830405,"none",0.571864178595458,0.541335821404542,0.623,0.481,1.19865660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",66.5243194633348
"1805",2,"zero_d2",0.5242,25,NA,0.121827690247789,"jack_quant",0.762977885205367,0.285422114794633,1.231,-0.451,1.16625660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",66.5243194633348
"1806",2,"zero_d2",0.5566,25,1,0.00778798932830405,"sim_int",0.571864178595458,0.541335821404542,0.623,0.481,1.19865660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",66.5243194633348
"1807",3,"zero_d2",0.4402,25,1,0.01113552872566,"none",0.462025235251105,0.418374764748895,0.545,0.403,1.08225660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.9043611600987
"1808",3,"zero_d2",0.3714,25,NA,0.13112080943415,"jack_quant",0.628392064114674,0.114407935885326,0.980999999999998,-0.721,1.01345660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.9043611600987
"1809",3,"zero_d2",0.4402,25,1,0.01113552872566,"sim_int",0.462025235251105,0.418374764748895,0.545,0.403,1.08225660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.9043611600987
"1810",4,"zero_d2",1.4894,25,1,0.194786278891621,"none",1.87117409131015,1.10762590868985,2.437,-0.218999999999999,2.13145660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",35.8285764270884
"1811",4,"zero_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",35.8285764270884
"1812",4,"zero_d2",1.5882,25,1,0.131394391475097,"sim_int",1.84572827506175,1.33067172493825,2.437,0.473,2.23025660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",35.8285764270884
"1813",5,"zero_d2",0.611,25,1,0.00684653196881458,"none",0.624418956077879,0.597581043922121,0.691,0.585,1.25305660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",75.7042525600961
"1814",5,"zero_d2",0.5106,25,NA,0.0968462412509874,"jack_quant",0.700415144890012,0.320784855109987,0.649,-0.355,1.15265660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",75.7042525600961
"1815",5,"zero_d2",0.5106,25,1,0.0968462412509874,"sim_int",0.700415144890012,0.320784855109987,0.649,-0.355,1.15265660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",75.7042525600961
"1816",6,"zero_d2",0.6494,25,1,0.0161705321839175,"none",0.681093660691324,0.617706339308676,0.747,0.447,1.29145660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",35.7733889768908
"1817",6,"zero_d2",0.623,25,NA,0.152003974728733,"jack_quant",0.920922315975254,0.325077684024747,1.543,-0.613,1.26505660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",35.7733889768908
"1818",6,"zero_d2",0.6494,25,1,0.0161705321839175,"sim_int",0.681093660691324,0.617706339308676,0.747,0.447,1.29145660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",35.7733889768908
"1819",7,"zero_d2",-0.4114,25,1,0.328019033153735,"none",0.23150549122497,-1.05430549122497,1.213,-2.065,0.230656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",62.1331973166879
"1820",7,"zero_d2",-0.3858,25,NA,0.337067583068375,"jack_quant",0.274840323169977,-1.04644032316998,1.367,-2.065,0.256256605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",62.1331973166879
"1821",7,"zero_d2",-1.293,25,1,0.283389700275473,"sim_int",-0.737566393870473,-1.84843360612953,1.373,-2.065,-0.650943394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",62.1331973166879
"1822",8,"zero_d2",0.4854,25,1,0.195617327680574,"none",0.868802917005894,0.101997082994106,0.959,-1.665,1.12745660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",71.5591271686104
"1823",8,"zero_d2",-0.085,25,NA,0.27427809285873,"jack_quant",0.452575183751444,-0.622575183751444,1.431,-1.665,0.557056605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",71.5591271686104
"1824",8,"zero_d2",-0.439,25,1,0.263273331771796,"sim_int",0.077006248362585,-0.955006248362585,0.895,-1.665,0.203056605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",71.5591271686104
"1825",9,"zero_d2",0.5162,25,1,0.126480565041959,"none",0.764097352226516,0.268302647773484,0.759,-0.669,1.15825660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",53.3151835909783
"1826",9,"zero_d2",-2.2762,25,NA,0.17228077857575,"jack_quant",-1.93853587876301,-2.61386412123699,-0.757000000000006,-2.445,-1.63414339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",53.3151835909783
"1827",9,"zero_d2",-0.2038,25,1,0.278979613950554,"sim_int",0.342989995763973,-0.750589995763973,0.677,-2.445,0.438256605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",53.3151835909783
"1828",10,"zero_d2",0.6798,25,1,0.00979157801378307,"none",0.698991140258829,0.660608859741171,0.795,0.633,1.32185660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",69.2363086149042
"1829",10,"zero_d2",0.7758,25,NA,0.0722335140745316,"jack_quant",0.917375086062849,0.634224913937151,1.949,0.651,1.41785660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",69.2363086149042
"1830",10,"zero_d2",0.5978,25,1,0.075096049607597,"sim_int",0.744985552612123,0.450614447387877,0.717,-0.0969999999999999,1.23985660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",69.2363086149042
"1831",11,"zero_d2",-1.8874,25,1,0.197390335235655,"none",-1.50052205204183,-2.27427794795817,1.229,-2.883,-1.24534339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",62.0085113330454
"1832",11,"zero_d2",-2.075,24,NA,0,"jack_quant",-2.075,-2.075,-2.075,-2.075,-1.43294339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",62.0085113330454
"1833",11,"zero_d2",-0.9738,25,1,0.361092728164572,"sim_int",-0.266071257718127,-1.68152874228187,1.875,-2.075,-0.331743394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",62.0085113330454
"1834",12,"zero_d2",0.5346,25,1,0.187489333029909,"none",0.902072340224057,0.167127659775943,1.029,-1.525,1.17665660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",70.0360323894816
"1835",12,"zero_d2",-1.329,25,NA,0.138473824241262,"jack_quant",-1.0575962916856,-1.6004037083144,0.923,-1.525,-0.686943394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",70.0360323894816
"1836",12,"zero_d2",-1.1986,25,1,0.186605160998058,"sim_int",-0.832860605114508,-1.56433939488549,1.275,-1.533,-0.556543394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",70.0360323894816
"1837",13,"zero_d2",-0.7106,25,1,0.288270754288009,"none",-0.145599703799307,-1.27560029620069,0.763,-2.241,-0.0685433945667141,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",81.8563276972249
"1838",13,"zero_d2",-1.3634,25,NA,0.262511031514233,"jack_quant",-0.848887832687644,-1.87791216731236,1.685,-1.985,-0.721343394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",81.8563276972249
"1839",13,"zero_d2",-1.6586,25,1,0.184156183713716,"sim_int",-1.29766051239077,-2.01953948760923,0.745,-1.997,-1.01654339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",81.8563276972249
"1840",14,"zero_d2",0.6354,25,1,0.00705828905928657,"none",0.649233992348675,0.621566007651325,0.705,0.583,1.27745660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",67.6755119480742
"1841",14,"zero_d2",0.5658,25,NA,0.147008266963309,"jack_quant",0.853930908677735,0.277669091322265,1.265,-0.673,1.20785660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",67.6755119480742
"1842",14,"zero_d2",0.0258,25,1,0.256195400687314,"sim_int",0.527933758351943,-0.476333758351944,0.685,-2.575,0.667856605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",67.6755119480742
"1843",15,"zero_d2",0.7674,25,1,0.0114303446045068,"none",0.789803063755715,0.744996936244285,0.887,0.731,1.40945660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",56.7312633455606
"1844",15,"zero_d2",0.4954,25,NA,0.185579497790031,"jack_quant",0.859129131937491,0.131670868062509,0.795,-2.525,1.13745660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",56.7312633455606
"1845",15,"zero_d2",0.2802,25,1,0.235211282089576,"sim_int",0.741205641653061,-0.18080564165306,0.875,-2.525,0.922256605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",56.7312633455606
"1846",16,"zero_d2",0.3222,25,1,0.112644228534898,"none",0.542978630994698,0.101421369005302,0.469,-0.705,0.964256605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",83.4025003307975
"1847",16,"zero_d2",0.3894,25,NA,0.133044061206137,"jack_quant",0.65016156832097,0.12863843167903,1.107,-0.687,1.03145660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",83.4025003307975
"1848",16,"zero_d2",0.2294,25,1,0.144330446468435,"sim_int",0.512282476950719,-0.0534824769507187,0.469,-2.067,0.871456605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",83.4025003307975
"1849",17,"zero_d2",0.757,25,1,0.0060667582410671,"none",0.768890627655403,0.745109372344597,0.793,0.695,1.39905660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",69.7713724118926
"1850",17,"zero_d2",0.6954,25,NA,0.12838537905679,"jack_quant",0.947030719092831,0.44376928090717,1.265,-0.393,1.33745660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",69.7713724118926
"1851",17,"zero_d2",0.757,25,1,0.0060667582410671,"sim_int",0.768890627655403,0.745109372344597,0.793,0.695,1.39905660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",69.7713724118926
"1852",18,"zero_d2",0.3154,25,1,0.254847775915131,"none",0.814892462333791,-0.184092462333791,1.011,-2.985,0.957456605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",75.6467252315771
"1853",18,"zero_d2",0.3934,25,NA,0.268478014825133,"jack_quant",0.919607239698072,-0.132807239698072,1.855,-2.985,1.03545660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",75.6467252315771
"1854",18,"zero_d2",-0.0838,25,1,0.311958597680312,"sim_int",0.527627616121032,-0.695227616121032,0.851,-2.985,0.558256605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",75.6467252315771
"1855",19,"zero_d2",-0.1994,25,1,0.296573651148506,"none",0.381873675014617,-0.780673675014617,0.835,-2.799,0.442656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",58.3113859720661
"1856",19,"zero_d2",-1.8018,25,NA,0.19529422247812,"jack_quant",-1.41903035755413,-2.18456964244587,1.239,-2.075,-1.15974339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",58.3113859720661
"1857",19,"zero_d2",0.3326,25,1,0.212574562082213,"sim_int",0.749238485710511,-0.0840384857105104,0.883,-2.075,0.974656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",58.3113859720661
"1858",20,"zero_d2",-1.8086,25,1,0.0480446840625128,"none",-1.71443414958887,-1.90276585041113,-1.729,-2.239,-1.16654339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",37.0910802903932
"1859",20,"zero_d2",-1.6186,25,NA,0.149844688112577,"jack_quant",-1.32490980802471,-1.91229019197529,-0.297000000000005,-1.769,-0.976543394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",37.0910802903932
"1860",20,"zero_d2",-1.6254,25,1,0.139126091889496,"sim_int",-1.35271787058678,-1.89808212941322,-0.347000000000005,-1.769,-0.983343394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",37.0910802903932
"1861",21,"zero_d2",0.8018,25,1,0.275378350839552,"none",1.34153164976756,0.262068350232444,1.615,-1.955,1.44385660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",50.0932890852631
"1862",21,"zero_d2",-1.695,23,NA,0,"jack_quant",-1.695,-1.695,-1.695,-1.695,-1.05294339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",50.0932890852631
"1863",21,"zero_d2",-0.4034,25,1,0.327824097480476,"sim_int",0.239123424326082,-1.04592342432608,1.615,-1.695,0.238656605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DlC",50.0932890852631
"1864",22,"zero_d2",0.6094,25,1,0.115911364604358,"none",0.836582100023433,0.382217899976567,0.757,-0.423,1.25145660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",24.737755946116
"1865",22,"zero_d2",0.6094,25,NA,0.115911364604358,"jack_quant",0.836582100023433,0.382217899976567,0.757,-0.423,1.25145660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",24.737755946116
"1866",22,"zero_d2",0.6366,25,1,0.0986007662805473,"sim_int",0.829853950757924,0.443346049242076,0.849,-0.243,1.27865660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",24.737755946116
"1867",23,"zero_d2",-0.3802,25,1,0.513666734263461,"none",0.62656829921269,-1.38696829921269,2.549,-2.925,0.261856605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",16.8444809374286
"1868",23,"zero_d2",-2.925,24,NA,0,"jack_quant",-2.925,-2.925,-2.925,-2.925,-2.28294339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",16.8444809374286
"1869",23,"zero_d2",-1.5914,25,1,0.448941223571886,"sim_int",-0.711491370623759,-2.47130862937624,2.171,-2.925,-0.949343394566714,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",16.8444809374286
"1870",24,"zero_d2",0.3578,25,1,0.246840816902085,"none",0.841599111042533,-0.125999111042533,0.923,-2.935,0.999856605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",77.0366874992177
"1871",24,"zero_d2",-2.615,24,NA,0,"jack_quant",-2.615,-2.615,-2.615,-2.615,-1.97294339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",77.0366874992177
"1872",24,"zero_d2",-0.4098,25,1,0.426010286130381,"sim_int",0.425164817859149,-1.24476481785915,1.715,-2.935,0.232256605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",77.0366874992177
"1873",25,"zero_d2",0.5742,25,1,0.00885688683705761,"none",0.59155917921578,0.55684082078422,0.699,0.527,1.21625660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",57.3214846288545
"1874",25,"zero_d2",0.6538,25,NA,0.0587967308237079,"jack_quant",0.769039474823164,0.538560525176837,1.605,0.535,1.29585660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",57.3214846288545
"1875",25,"zero_d2",0.4914,25,1,0.0792453118136615,"sim_int",0.646717957098423,0.336082042901577,0.641,-0.237,1.13345660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",57.3214846288545
"1876",26,"zero_d2",-1.6774,25,1,0.159459024691472,"none",-1.36486605459483,-1.98993394540517,0.0309999999999953,-1.855,-1.03534339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",49.4390403739066
"1877",26,"zero_d2",-1.699,25,NA,0.159216833280907,"jack_quant",-1.38694074103691,-2.01105925896309,-0.295000000000006,-1.855,-1.05694339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",49.4390403739066
"1878",26,"zero_d2",-1.7134,25,1,0.123190626898135,"sim_int",-1.47195080804674,-1.95484919195326,-0.329000000000004,-1.855,-1.07134339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",49.4390403739066
"1879",27,"zero_d2",0.5858,25,1,0.0734277800896152,"none",0.729715804440373,0.441884195559627,0.699,-0.109,1.22785660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.3280783847074
"1880",27,"zero_d2",0.54375,24,NA,0.119970557982401,"jack_quant",0.778887972850681,0.308612027149319,0.69925,-0.5795,1.18580660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.3280783847074
"1881",27,"zero_d2",0.473,25,1,0.133679238810254,"sim_int",0.735006493548827,0.210993506451173,0.699,-1.543,1.11505660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.3280783847074
"1882",28,"zero_d2",0.649,25,1,0.106555932104537,"none",0.857845789263988,0.440154210736013,0.793,-0.319,1.29105660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",57.6783060324601
"1883",28,"zero_d2",0.7042,25,NA,0.123594767958303,"jack_quant",0.946441293875858,0.461958706124142,1.345,-0.319,1.34625660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",57.6783060324601
"1884",28,"zero_d2",0.649,25,1,0.106555932104537,"sim_int",0.857845789263988,0.440154210736013,0.793,-0.319,1.29105660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",57.6783060324601
"1885",29,"zero_d2",0.6538,25,1,0.00808633964713881,"none",0.66964893447515,0.63795106552485,0.723,0.585,1.29585660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",47.8148488088545
"1886",29,"zero_d2",0.6034,25,NA,0.118281502733474,"jack_quant",0.835227485394886,0.371572514605115,1.191,-0.387,1.24545660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",47.8148488088545
"1887",29,"zero_d2",0.6538,25,1,0.00808633964713881,"sim_int",0.66964893447515,0.63795106552485,0.723,0.585,1.29585660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",47.8148488088545
"1888",30,"zero_d2",0.4002,25,1,0.205155022686098,"none",0.80229645571225,-0.0018964557122495,0.797,-2.935,1.04225660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",48.4223607497856
"1889",30,"zero_d2",-2.609,25,NA,0.231431235287432,"jack_quant",-2.15540311393902,-3.06259688606098,1.063,-2.935,-1.96694339456671,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",48.4223607497856
"1890",30,"zero_d2",0.043,25,1,0.319530362841746,"sim_int",0.669268003136838,-0.583268003136837,1.489,-2.935,0.685056605433286,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",48.4223607497856
"1891",31,"zero_d2",0.6346,25,1,0.00346008991533779,"none",0.641381651617332,0.627818348382668,0.665,0.601,1.27665660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.2043560365119
"1892",31,"zero_d2",0.5194,25,NA,0.119297829914136,"jack_quant",0.753219450065492,0.285580549934508,0.665,-0.551,1.16145660543329,0.0275,25,0.25,0.5,"skew","gam_DC","gam_DCl",68.2043560365119
